loan_id,customer_id,loan_type,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,disbursement_date,created_at,updated_at,source_system
LN00000587,CUST00003607,Home Loan,8172170.59,10.0,80,140368.23,Active,2014-12-16,2026-07-25 01:44:20.685198,,Loan Management System
LN00000588,CUST00002235,Business Loan,3392314.05,14.68,57,83005.08,Active,2025-06-15,2026-07-25 01:44:20.685198,,Loan Management System
LN00000589,CUST00002632,Home Loan,3338986.75,15.93,149,51550.42,Active,2019-05-24,2026-07-25 01:44:20.686174,,Loan Management System
LN00000590,CUST00003824,Personal Loan,705691.7,15.1,27,30990.18,Active,2017-07-05,2026-07-25 01:44:20.686174,,Loan Management System
LN00000591,CUST00003151,Home Loan,8041192.56,7.9,91,117742.89,Closed,2016-10-02,2026-07-25 01:44:20.686174,,Loan Management System
LN00000592,CUST00000985,Gold Loan,348520.21,15.97,26,15945.33,Closed,2025-07-09,2026-07-25 01:44:20.686174,,Loan Management System
LN00000593,CUST00003313,Gold Loan,232997.57,13.24,7,34770.48,Active,2025-02-03,2026-07-25 01:44:20.686174,,Loan Management System
LN00000594,CUST00000192,Home Loan,9073712.78,11.6,125,125381.21,Active,2026-05-21,2026-07-25 01:44:20.687180,,Loan Management System
LN00000595,CUST00000180,Business Loan,16273300.57,7.91,71,287744.85,Active,2015-06-08,2026-07-25 01:44:20.687180,,Loan Management System
LN00000596,CUST00001851,Gold Loan,1097062.03,14.83,34,39714.89,Active,2015-05-10,2026-07-25 01:44:20.687180,,Loan Management System
LN00000597,CUST00000886,Car Loan,683860.19,8.97,35,22278.63,Active,2011-12-19,2026-07-25 01:44:20.687180,,Loan Management System
LN00000598,CUST00002371,Personal Loan,265515.54,13.56,51,6878.21,Active,2022-10-16,2026-07-25 01:44:20.688198,,Loan Management System
LN00000599,CUST00001791,Personal Loan,647388.7,12.83,15,46942.37,Active,2014-11-06,2026-07-25 01:44:20.688198,,Loan Management System
LN00000600,CUST00000850,Personal Loan,657890.49,13.89,45,18838.96,Active,2018-05-04,2026-07-25 01:44:20.688198,,Loan Management System
LN00000601,CUST00000722,Gold Loan,1370550.29,6.72,27,54837.06,Closed,2017-02-22,2026-07-25 01:44:20.688198,,Loan Management System
LN00000602,CUST00003821,Personal Loan,839550.82,12.07,48,22137.46,Active,2016-04-20,2026-07-25 01:44:20.689191,,Loan Management System
LN00000603,CUST00002229,Personal Loan,310733.02,10.17,26,13366.69,Active,2026-04-07,2026-07-25 01:44:20.689191,,Loan Management System
LN00000604,CUST00004199,Business Loan,5978186.97,15.8,72,129020.48,Active,2012-09-28,2026-07-25 01:44:20.689191,,Loan Management System
LN00000605,CUST00003575,Education Loan,3998462.41,17.7,61,99851.96,Active,2024-09-19,2026-07-25 01:44:20.689191,,Loan Management System
LN00000606,CUST00000578,Home Loan,5570050.86,15.6,88,106627.29,Closed,2016-04-23,2026-07-25 01:44:20.690146,,Loan Management System
LN00000607,CUST00000388,Gold Loan,1449837.97,17.8,27,65558.57,Active,2017-07-14,2026-07-25 01:44:20.690146,,Loan Management System
LN00000608,CUST00000063,Business Loan,16981807.6,8.53,87,262402.37,Active,2022-06-23,2026-07-25 01:44:20.690146,,Loan Management System
LN00000609,CUST00001516,Education Loan,1499254.22,13.3,126,22137.05,Pending,2020-03-24,2026-07-25 01:44:20.690146,,Loan Management System
LN00000610,CUST00001228,Car Loan,1776704.89,8.66,75,30759.19,Active,2018-05-12,2026-07-25 01:44:20.691173,,Loan Management System
LN00000611,CUST00002363,Home Loan,860655.54,7.15,172,8011.98,Active,2023-02-14,2026-07-25 01:44:20.691173,,Loan Management System
LN00000612,CUST00001368,Personal Loan,531014.29,13.56,20,29812.96,Active,2025-11-30,2026-07-25 01:44:20.691173,,Loan Management System
LN00000613,CUST00003741,Home Loan,8123032.22,16.48,90,157787.81,Active,2020-09-06,2026-07-25 01:44:20.691173,,Loan Management System
LN00000614,CUST00001995,Car Loan,2768227.61,15.41,79,55976.5,Defaulted,2017-03-12,2026-07-25 01:44:20.692177,,Loan Management System
LN00000615,CUST00001849,Gold Loan,949637.18,17.33,28,41474.7,Closed,2012-01-12,2026-07-25 01:44:20.692177,,Loan Management System
LN00000616,CUST00001223,Personal Loan,517774.65,17.72,58,13351.1,Pending,2013-07-10,2026-07-25 01:44:20.692177,,Loan Management System
LN00000617,CUST00004767,Education Loan,3846582.19,13.97,80,74158.94,Closed,2016-01-03,2026-07-25 01:44:20.692177,,Loan Management System
LN00000618,CUST00003174,Car Loan,2690880.61,13.56,57,64290.09,Active,2014-08-07,2026-07-25 01:44:20.693188,,Loan Management System
LN00000619,CUST00002032,Car Loan,690984.56,10.03,49,17244.07,Active,2021-06-09,2026-07-25 01:44:20.693188,,Loan Management System
LN00000620,CUST00000969,Education Loan,3800273.61,17.41,136,64186.25,Defaulted,2016-01-29,2026-07-25 01:44:20.693188,,Loan Management System
LN00000621,CUST00003322,Education Loan,2313182.74,8.59,117,29259.15,Pending,2012-03-18,2026-07-25 01:44:20.693188,,Loan Management System
LN00000622,CUST00003123,Gold Loan,571715.74,13.0,34,20191.55,Active,2013-05-28,2026-07-25 01:44:20.694186,,Loan Management System
LN00000623,CUST00000897,Education Loan,1028184.11,17.8,78,22333.65,Closed,2021-09-16,2026-07-25 01:44:20.694186,,Loan Management System
LN00000624,CUST00000725,Gold Loan,2058612.97,14.21,24,99044.3,Active,2018-12-15,2026-07-25 01:44:20.694186,,Loan Management System
LN00000625,CUST00001594,Personal Loan,411834.25,7.28,28,16037.41,Closed,2017-06-11,2026-07-25 01:44:20.694186,,Loan Management System
LN00000626,CUST00002988,Education Loan,287775.09,11.54,143,3711.99,Written Off,2023-12-16,2026-07-25 01:44:20.695175,,Loan Management System
LN00000627,CUST00002754,Business Loan,10115098.87,10.86,81,176730.92,Active,2024-12-09,2026-07-25 01:44:20.695175,,Loan Management System
LN00000628,CUST00002748,Business Loan,15880234.89,13.15,109,250332.94,Closed,2016-11-24,2026-07-25 01:44:20.695175,,Loan Management System
LN00000629,CUST00003871,Home Loan,1200239.2,16.23,210,17260.83,Active,2018-12-26,2026-07-25 01:44:20.695175,,Loan Management System
LN00000630,CUST00002317,Personal Loan,201851.32,10.43,36,6554.0,Active,2021-11-15,2026-07-25 01:44:20.696177,,Loan Management System
LN00000631,CUST00003363,Home Loan,9447424.36,17.75,233,144463.14,Closed,2020-04-05,2026-07-25 01:44:20.696177,,Loan Management System
LN00000632,CUST00004904,Car Loan,1551663.0,6.86,33,51728.5,Closed,2013-07-12,2026-07-25 01:44:20.696177,,Loan Management System
LN00000633,CUST00000899,Personal Loan,127655.83,10.31,24,5908.95,Active,2018-02-11,2026-07-25 01:44:20.696177,,Loan Management System
LN00000634,CUST00000984,Car Loan,2791606.08,12.71,48,74490.62,Active,2021-05-15,2026-07-25 01:44:20.697176,,Loan Management System
LN00000635,CUST00004122,Home Loan,4232571.04,12.82,311,46940.84,Active,2014-10-18,2026-07-25 01:44:20.697176,,Loan Management System
LN00000636,CUST00002842,Personal Loan,670028.64,9.89,54,15423.37,Closed,2015-11-23,2026-07-25 01:44:20.697176,,Loan Management System
LN00000637,CUST00000872,Personal Loan,190631.0,8.88,52,4429.82,Active,2012-04-25,2026-07-25 01:44:20.697176,,Loan Management System
LN00000638,CUST00002668,Home Loan,8515806.21,10.05,263,80272.78,Active,2023-08-15,2026-07-25 01:44:20.698184,,Loan Management System
LN00000639,CUST00004914,Business Loan,5667585.74,13.88,61,130026.35,Active,2018-12-24,2026-07-25 01:44:20.698184,,Loan Management System
LN00000640,CUST00000574,Business Loan,7703332.47,11.63,45,212034.28,Active,2011-08-04,2026-07-25 01:44:20.698184,,Loan Management System
LN00000641,CUST00001350,Personal Loan,1263764.19,12.99,21,67602.05,Closed,2020-05-28,2026-07-25 01:44:20.698184,,Loan Management System
LN00000642,CUST00000939,Car Loan,439980.47,10.45,81,7593.65,Active,2025-04-13,2026-07-25 01:44:20.698184,,Loan Management System
LN00000643,CUST00003633,Education Loan,987299.76,7.2,135,10691.54,Closed,2020-09-20,2026-07-25 01:44:20.699193,,Loan Management System
LN00000644,CUST00003635,Personal Loan,826495.9,16.47,42,26023.32,Closed,2023-03-31,2026-07-25 01:44:20.699193,,Loan Management System
LN00000645,CUST00004767,Home Loan,3339095.04,11.04,77,60714.29,Active,2023-10-20,2026-07-25 01:44:20.699193,,Loan Management System
LN00000646,CUST00003621,Business Loan,16108781.57,14.29,91,290882.48,Active,2024-03-08,2026-07-25 01:44:20.699193,,Loan Management System
LN00000647,CUST00004730,Gold Loan,1136373.35,17.41,13,96546.48,Written Off,2024-02-06,2026-07-25 01:44:20.700183,,Loan Management System
LN00000648,CUST00003606,Business Loan,2960626.97,11.37,99,46224.15,Active,2022-12-21,2026-07-25 01:44:20.700183,,Loan Management System
LN00000649,CUST00001700,Gold Loan,1577384.88,16.09,19,94596.21,Active,2014-11-30,2026-07-25 01:44:20.700183,,Loan Management System
LN00000650,CUST00003123,Education Loan,3248640.31,7.5,178,30298.88,Active,2017-10-04,2026-07-25 01:44:20.700183,,Loan Management System
LN00000651,CUST00001358,Personal Loan,450491.19,11.77,12,39977.14,Closed,2018-11-24,2026-07-25 01:44:20.701176,,Loan Management System
LN00000652,CUST00001138,Car Loan,1663173.63,11.33,65,34353.86,Active,2012-10-01,2026-07-25 01:44:20.701176,,Loan Management System
LN00000653,CUST00001194,Car Loan,1831495.84,17.6,24,91082.2,Pending,2022-11-11,2026-07-25 01:44:20.701176,,Loan Management System
LN00000654,CUST00002493,Car Loan,482773.24,9.79,80,8240.42,Defaulted,2017-03-06,2026-07-25 01:44:20.701176,,Loan Management System
LN00000655,CUST00001756,Business Loan,5650664.29,14.03,85,105252.18,Closed,2022-03-01,2026-07-25 01:44:20.702186,,Loan Management System
LN00000656,CUST00001956,Home Loan,3116434.35,8.15,265,25389.06,Active,2016-11-25,2026-07-25 01:44:20.702186,,Loan Management System
LN00000657,CUST00001839,Business Loan,6964134.48,9.23,107,95737.61,Active,2022-11-06,2026-07-25 01:44:20.702186,,Loan Management System
LN00000658,CUST00003008,Personal Loan,590039.01,10.39,31,21783.82,Active,2025-12-27,2026-07-25 01:44:20.702186,,Loan Management System
LN00000659,CUST00002470,Business Loan,17235578.27,14.38,41,534536.44,Active,2013-09-06,2026-07-25 01:44:20.703173,,Loan Management System
LN00000660,CUST00001915,Gold Loan,1121698.77,16.0,20,64265.78,Closed,2023-10-22,2026-07-25 01:44:20.703173,,Loan Management System
LN00000661,CUST00003409,Car Loan,450003.18,11.58,64,9457.47,Closed,2016-09-02,2026-07-25 01:44:20.703173,,Loan Management System
LN00000662,CUST00002212,Education Loan,3482036.99,15.94,167,51992.66,Closed,2020-03-10,2026-07-25 01:44:20.703173,,Loan Management System
LN00000663,CUST00001074,Home Loan,7240909.28,11.14,328,70629.25,Defaulted,2016-10-27,2026-07-25 01:44:20.704173,,Loan Management System
LN00000664,CUST00003362,Home Loan,2331252.74,16.08,89,45002.54,Active,2022-11-27,2026-07-25 01:44:20.704173,,Loan Management System
LN00000665,CUST00004392,Personal Loan,1381145.05,14.6,29,56806.89,Active,2018-07-05,2026-07-25 01:44:20.704173,,Loan Management System
LN00000666,CUST00004459,Personal Loan,625566.3,17.12,55,16490.92,Active,2017-02-09,2026-07-25 01:44:20.704173,,Loan Management System
LN00000667,CUST00003903,Personal Loan,911363.21,8.54,42,25179.92,Closed,2018-05-29,2026-07-25 01:44:20.705179,,Loan Management System
LN00000668,CUST00003808,Personal Loan,287094.74,16.79,59,7179.84,Closed,2023-06-04,2026-07-25 01:44:20.705179,,Loan Management System
LN00000669,CUST00001037,Home Loan,760779.65,7.07,352,5131.18,Closed,2016-08-04,2026-07-25 01:44:20.705179,,Loan Management System
LN00000670,CUST00001536,Home Loan,2602835.23,9.09,165,27687.54,Active,2020-12-28,2026-07-25 01:44:20.705179,,Loan Management System
LN00000671,CUST00004331,Personal Loan,79075.92,15.47,55,2016.06,Active,2013-09-22,2026-07-25 01:44:20.706181,,Loan Management System
LN00000672,CUST00002458,Business Loan,13123745.31,13.41,13,1090243.05,Active,2014-10-29,2026-07-25 01:44:20.706181,,Loan Management System
LN00000673,CUST00001558,Car Loan,2840413.91,14.7,47,79851.59,Active,2018-09-18,2026-07-25 01:44:20.706181,,Loan Management System
LN00000674,CUST00000852,Personal Loan,555628.34,9.4,41,15896.97,Active,2022-11-15,2026-07-25 01:44:20.706181,,Loan Management System
LN00000675,CUST00004983,Car Loan,1946097.07,13.22,12,174021.02,Active,2018-01-04,2026-07-25 01:44:20.707205,,Loan Management System
LN00000676,CUST00002086,Car Loan,2561195.06,10.8,48,65946.94,Active,2023-01-31,2026-07-25 01:44:20.707205,,Loan Management System
LN00000677,CUST00001758,Home Loan,1106452.01,17.87,226,17081.82,Defaulted,2024-04-15,2026-07-25 01:44:20.707205,,Loan Management System
LN00000678,CUST00002948,Personal Loan,1081085.97,16.76,31,43205.65,Active,2014-07-10,2026-07-25 01:44:20.707205,,Loan Management System
LN00000679,CUST00003427,Car Loan,872845.82,7.15,63,16658.11,Closed,2022-01-12,2026-07-25 01:44:20.708184,,Loan Management System
LN00000680,CUST00000567,Car Loan,2219592.95,14.04,49,59773.76,Active,2021-03-30,2026-07-25 01:44:20.708184,,Loan Management System
LN00000681,CUST00000469,Personal Loan,612998.64,6.91,57,12646.32,Written Off,2016-09-06,2026-07-25 01:44:20.708184,,Loan Management System
LN00000682,CUST00001896,Business Loan,7191757.47,14.7,99,125779.84,Active,2018-06-21,2026-07-25 01:44:20.708184,,Loan Management System
LN00000683,CUST00001184,Education Loan,3635453.37,14.23,165,50302.16,Active,2020-11-18,2026-07-25 01:44:20.709177,,Loan Management System
LN00000684,CUST00001252,Home Loan,6747339.5,12.92,210,81215.72,Active,2025-09-29,2026-07-25 01:44:20.709177,,Loan Management System
LN00000685,CUST00001660,Home Loan,2957192.58,15.8,153,45021.07,Pending,2011-07-27,2026-07-25 01:44:20.709177,,Loan Management System
LN00000686,CUST00002443,Business Loan,13261475.56,9.06,40,385355.49,Closed,2016-09-24,2026-07-25 01:44:20.709177,,Loan Management System
LN00000687,CUST00001984,Personal Loan,1192731.13,10.31,28,48108.41,Closed,2016-06-10,2026-07-25 01:44:20.710176,,Loan Management System
LN00000688,CUST00003435,Personal Loan,220783.13,7.12,52,4946.93,Closed,2015-02-20,2026-07-25 01:44:20.710176,,Loan Management System
LN00000689,CUST00004000,Gold Loan,201258.95,16.73,35,7306.06,Active,2018-11-16,2026-07-25 01:44:20.710176,,Loan Management System
LN00000690,CUST00004375,Car Loan,1683547.81,11.25,31,62833.74,Active,2024-12-05,2026-07-25 01:44:20.710176,,Loan Management System
LN00000691,CUST00001180,Home Loan,4387322.54,13.05,294,49782.39,Active,2021-06-05,2026-07-25 01:44:20.711176,,Loan Management System
LN00000692,CUST00004321,Business Loan,4016957.0,7.43,54,87743.55,Closed,2021-11-18,2026-07-25 01:44:20.711176,,Loan Management System
LN00000693,CUST00000116,Home Loan,6527740.21,6.55,200,53713.46,Active,2022-09-13,2026-07-25 01:44:20.711176,,Loan Management System
LN00000694,CUST00000608,Education Loan,2347487.77,8.32,58,49294.13,Active,2017-01-16,2026-07-25 01:44:20.711176,,Loan Management System
LN00000695,CUST00001304,Personal Loan,672644.1,11.43,42,19506.98,Active,2019-06-22,2026-07-25 01:44:20.711176,,Loan Management System
LN00000696,CUST00003926,Home Loan,2394435.39,10.79,67,47732.91,Defaulted,2019-01-29,2026-07-25 01:44:20.712176,,Loan Management System
LN00000697,CUST00003461,Education Loan,2171031.76,6.71,37,65118.84,Closed,2019-01-31,2026-07-25 01:44:20.712176,,Loan Management System
LN00000698,CUST00003424,Home Loan,7088485.1,10.46,126,92918.15,Active,2023-01-21,2026-07-25 01:44:20.712176,,Loan Management System
LN00000699,CUST00000994,Car Loan,1057122.26,7.25,17,65619.2,Active,2015-03-13,2026-07-25 01:44:20.712176,,Loan Management System
LN00000700,CUST00003243,Personal Loan,1105356.27,13.36,33,40208.77,Active,2020-04-04,2026-07-25 01:44:20.713188,,Loan Management System
LN00000701,CUST00000175,Car Loan,574610.4,17.96,74,12895.4,Active,2019-08-12,2026-07-25 01:44:20.713188,,Loan Management System
LN00000702,CUST00002678,Home Loan,9506801.36,17.06,266,138393.48,Active,2025-01-24,2026-07-25 01:44:20.713188,,Loan Management System
LN00000703,CUST00004048,Home Loan,9856355.48,8.93,71,179214.43,Closed,2025-02-07,2026-07-25 01:44:20.713188,,Loan Management System
LN00000704,CUST00000320,Home Loan,3982618.79,13.98,79,77394.26,Active,2024-01-31,2026-07-25 01:44:20.714179,,Loan Management System
LN00000705,CUST00002622,Car Loan,2359499.06,13.67,18,145724.19,Closed,2014-06-13,2026-07-25 01:44:20.714179,,Loan Management System
LN00000706,CUST00000406,Car Loan,255276.95,14.43,65,5682.54,Active,2022-10-08,2026-07-25 01:44:20.714179,,Loan Management System
LN00000707,CUST00000303,Home Loan,2901013.78,14.57,165,40791.91,Closed,2013-01-01,2026-07-25 01:44:20.714179,,Loan Management System
LN00000708,CUST00000945,Car Loan,1043126.07,14.11,78,20503.9,Active,2016-05-22,2026-07-25 01:44:20.715187,,Loan Management System
LN00000709,CUST00000231,Car Loan,584057.86,16.05,25,27639.92,Active,2020-04-30,2026-07-25 01:44:20.715187,,Loan Management System
LN00000710,CUST00000831,Car Loan,991578.95,15.52,75,20732.97,Active,2022-11-09,2026-07-25 01:44:20.715187,,Loan Management System
LN00000711,CUST00003664,Home Loan,2998442.2,12.52,163,38346.55,Active,2022-04-30,2026-07-25 01:44:20.715187,,Loan Management System
LN00000712,CUST00004845,Personal Loan,282541.72,12.8,25,12935.27,Closed,2022-02-04,2026-07-25 01:44:20.716179,,Loan Management System
LN00000713,CUST00004316,Personal Loan,390032.64,6.65,17,24104.24,Pending,2017-04-06,2026-07-25 01:44:20.716179,,Loan Management System
LN00000714,CUST00000948,Business Loan,13545927.64,8.22,23,638576.65,Closed,2013-02-24,2026-07-25 01:44:20.716179,,Loan Management System
LN00000715,CUST00002596,Home Loan,7373974.36,16.9,178,113245.47,Active,2025-06-26,2026-07-25 01:44:20.716179,,Loan Management System
LN00000716,CUST00001231,Gold Loan,678709.43,7.08,14,50651.79,Defaulted,2024-05-04,2026-07-25 01:44:20.717192,,Loan Management System
LN00000717,CUST00003556,Business Loan,7524185.95,14.28,66,165216.02,Closed,2015-07-23,2026-07-25 01:44:20.717192,,Loan Management System
LN00000718,CUST00004604,Home Loan,7702938.05,7.03,130,84818.48,Closed,2023-01-03,2026-07-25 01:44:20.717192,,Loan Management System
LN00000719,CUST00002444,Home Loan,3896510.34,11.53,197,44150.27,Defaulted,2016-11-03,2026-07-25 01:44:20.718172,,Loan Management System
LN00000720,CUST00002667,Home Loan,8242160.75,8.6,265,69550.87,Active,2015-05-20,2026-07-25 01:44:20.718172,,Loan Management System
LN00000721,CUST00000962,Personal Loan,1261777.1,14.43,42,38441.14,Closed,2025-04-13,2026-07-25 01:44:20.718172,,Loan Management System
LN00000722,CUST00001778,Car Loan,2431346.76,7.8,19,136445.01,Written Off,2014-12-13,2026-07-25 01:44:20.718172,,Loan Management System
LN00000723,CUST00004709,Business Loan,2522405.56,16.98,73,55642.03,Closed,2014-01-25,2026-07-25 01:44:20.718172,,Loan Management System
LN00000724,CUST00004540,Car Loan,707529.57,10.87,57,15946.77,Closed,2011-12-23,2026-07-25 01:44:20.719183,,Loan Management System
LN00000725,CUST00001390,Business Loan,17659029.81,14.86,28,750182.78,Active,2012-05-07,2026-07-25 01:44:20.719183,,Loan Management System
LN00000726,CUST00003092,Personal Loan,1337011.2,11.57,16,90575.77,Active,2015-09-23,2026-07-25 01:44:20.719183,,Loan Management System
LN00000727,CUST00000525,Personal Loan,1071623.86,14.3,59,25394.02,Closed,2019-08-24,2026-07-25 01:44:20.719183,,Loan Management System
LN00000728,CUST00002487,Car Loan,2938107.56,14.2,55,72981.03,Active,2021-12-17,2026-07-25 01:44:20.720192,,Loan Management System
LN00000729,CUST00003808,Car Loan,1931069.24,11.48,43,54988.54,Active,2026-01-07,2026-07-25 01:44:20.720192,,Loan Management System
LN00000730,CUST00001857,Car Loan,1995932.47,8.21,83,31597.89,Defaulted,2024-08-20,2026-07-25 01:44:20.720192,,Loan Management System
LN00000731,CUST00000643,Car Loan,232605.63,17.25,76,5050.88,Closed,2012-10-19,2026-07-25 01:44:20.720192,,Loan Management System
LN00000732,CUST00001320,Business Loan,17453604.87,7.36,74,294129.23,Active,2019-04-23,2026-07-25 01:44:20.721180,,Loan Management System
LN00000733,CUST00001326,Personal Loan,453327.84,12.33,47,12209.5,Closed,2018-08-12,2026-07-25 01:44:20.721180,,Loan Management System
LN00000734,CUST00001396,Personal Loan,390750.0,11.78,48,10247.79,Active,2022-04-11,2026-07-25 01:44:20.721180,,Loan Management System
LN00000735,CUST00002575,Business Loan,9217828.34,7.87,75,155993.8,Closed,2021-05-10,2026-07-25 01:44:20.721180,,Loan Management System
LN00000736,CUST00004388,Home Loan,4332676.76,6.91,341,29049.17,Active,2014-11-14,2026-07-25 01:44:20.722180,,Loan Management System
LN00000737,CUST00001903,Home Loan,6239931.12,13.62,215,77686.43,Defaulted,2023-10-13,2026-07-25 01:44:20.722180,,Loan Management System
LN00000738,CUST00002729,Car Loan,2032868.75,11.75,55,47979.24,Active,2023-05-29,2026-07-25 01:44:20.722180,,Loan Management System
LN00000739,CUST00002564,Home Loan,2617722.09,11.73,346,26503.59,Closed,2018-02-03,2026-07-25 01:44:20.722180,,Loan Management System
LN00000740,CUST00004845,Car Loan,2206642.59,10.68,69,42936.4,Active,2019-12-21,2026-07-25 01:44:20.723200,,Loan Management System
LN00000741,CUST00004795,Education Loan,964813.72,10.43,110,13657.42,Active,2018-05-12,2026-07-25 01:44:20.723200,,Loan Management System
LN00000742,CUST00003849,Personal Loan,204167.23,16.81,43,6353.0,Active,2015-09-18,2026-07-25 01:44:20.723200,,Loan Management System
LN00000743,CUST00004947,Education Loan,2914080.47,7.73,86,44238.9,Active,2014-01-26,2026-07-25 01:44:20.723200,,Loan Management System
LN00000744,CUST00001504,Gold Loan,997418.81,11.76,15,71826.35,Closed,2022-09-21,2026-07-25 01:44:20.724138,,Loan Management System
LN00000745,CUST00002909,Home Loan,4437468.28,17.16,123,76859.59,Closed,2023-04-05,2026-07-25 01:44:20.724138,,Loan Management System
LN00000746,CUST00003353,Personal Loan,1004762.21,17.5,20,58283.02,Written Off,2011-08-28,2026-07-25 01:44:20.724138,,Loan Management System
LN00000747,CUST00001877,Home Loan,7494032.34,12.86,281,84539.59,Closed,2024-05-03,2026-07-25 01:44:20.724138,,Loan Management System
LN00000748,CUST00004301,Personal Loan,787082.7,17.09,23,40372.06,Closed,2026-03-14,2026-07-25 01:44:20.725178,,Loan Management System
LN00000749,CUST00003937,Home Loan,8244819.46,7.69,224,69437.94,Active,2024-08-29,2026-07-25 01:44:20.725178,,Loan Management System
LN00000750,CUST00001673,Personal Loan,1470276.1,17.03,60,36563.87,Active,2013-05-17,2026-07-25 01:44:20.725178,,Loan Management System
LN00000751,CUST00004932,Personal Loan,547145.27,9.88,20,29783.68,Active,2024-10-20,2026-07-25 01:44:20.725178,,Loan Management System
LN00000752,CUST00002892,Car Loan,2682023.2,12.39,82,48643.27,Defaulted,2018-10-17,2026-07-25 01:44:20.726172,,Loan Management System
LN00000753,CUST00002678,Education Loan,3748497.1,13.77,87,68340.94,Active,2015-04-14,2026-07-25 01:44:20.726172,,Loan Management System
LN00000754,CUST00004268,Education Loan,2777784.06,17.09,69,63490.68,Written Off,2014-07-21,2026-07-25 01:44:20.726172,,Loan Management System
LN00000755,CUST00003383,Car Loan,2883314.07,12.29,53,70767.78,Closed,2025-03-29,2026-07-25 01:44:20.726172,,Loan Management System
LN00000756,CUST00000523,Education Loan,2292892.82,13.2,142,31987.6,Closed,2023-05-27,2026-07-25 01:44:20.727179,,Loan Management System
LN00000757,CUST00003892,Business Loan,10911104.67,16.59,66,253121.41,Closed,2020-05-16,2026-07-25 01:44:20.727179,,Loan Management System
LN00000758,CUST00003884,Car Loan,270762.0,8.17,19,15240.61,Active,2019-06-19,2026-07-25 01:44:20.727179,,Loan Management System
LN00000759,CUST00003354,Education Loan,727648.04,9.8,100,10675.78,Active,2012-06-01,2026-07-25 01:44:20.727179,,Loan Management System
LN00000760,CUST00001958,Home Loan,7951395.31,8.85,337,64023.16,Active,2021-01-16,2026-07-25 01:44:20.728182,,Loan Management System
LN00000761,CUST00004515,Business Loan,2498360.12,16.48,106,44883.06,Closed,2015-10-20,2026-07-25 01:44:20.728182,,Loan Management System
LN00000762,CUST00001374,Home Loan,6647634.72,10.97,321,64230.7,Closed,2025-12-29,2026-07-25 01:44:20.728182,,Loan Management System
LN00000763,CUST00001408,Education Loan,1221790.75,14.14,133,18236.5,Active,2013-08-17,2026-07-25 01:44:20.728182,,Loan Management System
LN00000764,CUST00000880,Gold Loan,2440161.24,10.1,6,418757.73,Active,2019-04-30,2026-07-25 01:44:20.729178,,Loan Management System
LN00000765,CUST00000208,Personal Loan,949814.46,15.48,40,30545.71,Closed,2013-10-30,2026-07-25 01:44:20.729178,,Loan Management System
LN00000766,CUST00004476,Business Loan,14240266.84,13.95,108,232179.63,Closed,2025-03-12,2026-07-25 01:44:20.729178,,Loan Management System
LN00000767,CUST00001359,Education Loan,866229.42,14.84,85,16526.09,Active,2019-06-20,2026-07-25 01:44:20.729178,,Loan Management System
LN00000768,CUST00001888,Home Loan,6985259.09,8.65,148,76922.22,Closed,2022-12-02,2026-07-25 01:44:20.729178,,Loan Management System
LN00000769,CUST00001520,Home Loan,886025.21,9.71,195,9049.19,Active,2020-08-06,2026-07-25 01:44:20.730186,,Loan Management System
LN00000770,CUST00003849,Car Loan,914045.21,10.3,31,33707.49,Active,2021-01-26,2026-07-25 01:44:20.730186,,Loan Management System
LN00000771,CUST00003608,Gold Loan,1502278.82,15.4,22,78812.38,Active,2021-09-10,2026-07-25 01:44:20.730186,,Loan Management System
LN00000772,CUST00003059,Car Loan,1202639.65,15.52,52,31913.75,Active,2016-12-16,2026-07-25 01:44:20.730186,,Loan Management System
LN00000773,CUST00004816,Gold Loan,1313500.56,15.54,13,110433.23,Active,2024-05-29,2026-07-25 01:44:20.731190,,Loan Management System
LN00000774,CUST00003538,Car Loan,457447.55,9.04,39,13580.54,Closed,2019-02-03,2026-07-25 01:44:20.731190,,Loan Management System
LN00000775,CUST00003752,Personal Loan,475682.82,17.43,51,13269.02,Active,2021-12-25,2026-07-25 01:44:20.731190,,Loan Management System
LN00000776,CUST00003218,Gold Loan,2063628.79,17.78,3,708360.26,Active,2025-06-05,2026-07-25 01:44:20.731190,,Loan Management System
LN00000777,CUST00001178,Personal Loan,398504.42,13.89,51,10389.62,Active,2023-10-19,2026-07-25 01:44:20.732189,,Loan Management System
LN00000778,CUST00000322,Home Loan,8913771.51,10.89,118,123382.48,Active,2020-02-24,2026-07-25 01:44:20.732189,,Loan Management System
LN00000779,CUST00001505,Car Loan,991921.18,16.98,59,24907.44,Active,2018-10-27,2026-07-25 01:44:20.732189,,Loan Management System
LN00000780,CUST00000446,Car Loan,1563053.19,9.91,36,50369.31,Active,2025-09-09,2026-07-25 01:44:20.732189,,Loan Management System
LN00000781,CUST00003273,Home Loan,1411586.1,17.67,335,20942.03,Active,2020-11-18,2026-07-25 01:44:20.733185,,Loan Management System
LN00000782,CUST00003242,Car Loan,790188.13,13.74,39,25234.51,Defaulted,2019-02-23,2026-07-25 01:44:20.733185,,Loan Management System
LN00000783,CUST00002594,Personal Loan,200693.87,12.68,56,4766.48,Defaulted,2014-04-08,2026-07-25 01:44:20.733185,,Loan Management System
