loan_id,customer_id,loan_type,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,disbursement_date,created_at,updated_at,source_system
LN00000562,CUST00003162,Home Loan,7920677.81,9.59,120,102882.34,Closed,2014-08-07,2026-08-03 11:22:39.385740,,Loan Management System
LN00000563,CUST00000969,Home Loan,8167524.54,9.63,92,125886.16,Active,2018-08-07,2026-08-03 11:22:39.385740,,Loan Management System
LN00000564,CUST00001950,Gold Loan,1578143.76,12.21,35,53820.78,Active,2012-01-04,2026-08-03 11:22:39.385740,,Loan Management System
LN00000565,CUST00002531,Personal Loan,871984.89,10.73,28,35341.63,Closed,2014-08-21,2026-08-03 11:22:39.386721,,Loan Management System
LN00000566,CUST00000174,Business Loan,13645348.42,7.83,106,178742.25,Active,2024-02-12,2026-08-03 11:22:39.386721,,Loan Management System
LN00000567,CUST00001416,Home Loan,8697820.7,9.31,301,74784.14,Active,2017-03-28,2026-08-03 11:22:39.386721,,Loan Management System
LN00000568,CUST00004941,Gold Loan,467928.31,17.54,5,97729.09,Closed,2024-11-23,2026-08-03 11:22:39.386721,,Loan Management System
LN00000569,CUST00004753,Business Loan,14942983.65,11.32,53,359573.43,Active,2018-08-04,2026-08-03 11:22:39.387726,,Loan Management System
LN00000570,CUST00002278,Business Loan,6738735.18,16.0,85,132988.37,Active,2025-03-26,2026-08-03 11:22:39.387726,,Loan Management System
LN00000571,CUST00001350,Car Loan,2725434.83,8.56,78,45680.33,Written Off,2022-12-25,2026-08-03 11:22:39.387726,,Loan Management System
LN00000572,CUST00004754,Gold Loan,195592.93,11.85,21,10358.79,Closed,2026-04-15,2026-08-03 11:22:39.387726,,Loan Management System
LN00000573,CUST00004580,Personal Loan,175259.01,11.75,35,5938.59,Active,2024-02-03,2026-08-03 11:22:39.388728,,Loan Management System
LN00000574,CUST00003070,Car Loan,1050946.06,13.66,71,21660.48,Active,2025-05-18,2026-08-03 11:22:39.388728,,Loan Management System
LN00000575,CUST00003049,Gold Loan,2494523.11,15.42,18,156113.82,Active,2015-10-23,2026-08-03 11:22:39.388728,,Loan Management System
LN00000576,CUST00000643,Gold Loan,84177.88,12.73,3,28656.71,Written Off,2016-02-15,2026-08-03 11:22:39.388728,,Loan Management System
LN00000577,CUST00000425,Home Loan,6744386.58,16.26,217,96592.89,Active,2014-04-18,2026-08-03 11:22:39.389726,,Loan Management System
LN00000578,CUST00002152,Car Loan,866869.26,12.16,19,50387.76,Written Off,2024-12-24,2026-08-03 11:22:39.389726,,Loan Management System
LN00000579,CUST00003388,Home Loan,3158340.07,7.0,178,28568.85,Defaulted,2023-07-08,2026-08-03 11:22:39.389726,,Loan Management System
LN00000580,CUST00001671,Car Loan,2162371.35,10.78,22,108761.37,Closed,2013-06-04,2026-08-03 11:22:39.389726,,Loan Management System
LN00000581,CUST00000325,Car Loan,1984203.9,11.04,84,34016.15,Active,2018-02-04,2026-08-03 11:22:39.389726,,Loan Management System
LN00000582,CUST00002016,Car Loan,565983.2,9.85,52,13415.87,Pending,2026-06-04,2026-08-03 11:22:39.390734,,Loan Management System
LN00000583,CUST00002915,Personal Loan,1256254.76,10.25,40,37209.2,Active,2012-03-30,2026-08-03 11:22:39.390734,,Loan Management System
LN00000584,CUST00000455,Home Loan,2425769.95,15.47,359,31590.22,Active,2026-03-12,2026-08-03 11:22:39.390734,,Loan Management System
LN00000585,CUST00002380,Home Loan,4770884.1,10.11,121,63035.32,Active,2019-08-05,2026-08-03 11:22:39.390734,,Loan Management System
LN00000586,CUST00000782,Gold Loan,538899.66,10.05,19,30797.96,Defaulted,2015-05-16,2026-08-03 11:22:39.390734,,Loan Management System
LN00000587,CUST00002516,Home Loan,8172170.59,10.0,80,140368.23,Active,2014-12-25,2026-08-03 11:22:39.390734,,Loan Management System
LN00000588,CUST00003905,Business Loan,3392314.05,14.68,57,83005.08,Active,2025-06-24,2026-08-03 11:22:39.392486,,Loan Management System
LN00000589,CUST00001745,Home Loan,3338986.75,15.93,149,51550.42,Active,2019-06-02,2026-08-03 11:22:39.392486,,Loan Management System
LN00000590,CUST00004763,Personal Loan,705691.7,15.1,27,30990.18,Active,2017-07-14,2026-08-03 11:22:39.392486,,Loan Management System
LN00000591,CUST00004258,Home Loan,8041192.56,7.9,91,117742.89,Closed,2016-10-11,2026-08-03 11:22:39.392486,,Loan Management System
LN00000592,CUST00003692,Gold Loan,348520.21,15.97,26,15945.33,Closed,2025-07-18,2026-08-03 11:22:39.393340,,Loan Management System
LN00000593,CUST00000015,Gold Loan,232997.57,13.24,7,34770.48,Active,2025-02-12,2026-08-03 11:22:39.393340,,Loan Management System
LN00000594,CUST00001158,Home Loan,9073712.78,11.6,125,125381.21,Active,2026-05-30,2026-08-03 11:22:39.393340,,Loan Management System
LN00000595,CUST00001240,Business Loan,16273300.57,7.91,71,287744.85,Active,2015-06-17,2026-08-03 11:22:39.393340,,Loan Management System
LN00000596,CUST00000781,Gold Loan,1097062.03,14.83,34,39714.89,Active,2015-05-19,2026-08-03 11:22:39.393340,,Loan Management System
LN00000597,CUST00004167,Car Loan,683860.19,8.97,35,22278.63,Active,2011-12-28,2026-08-03 11:22:39.394415,,Loan Management System
LN00000598,CUST00002614,Personal Loan,265515.54,13.56,51,6878.21,Active,2022-10-25,2026-08-03 11:22:39.394415,,Loan Management System
LN00000599,CUST00002646,Personal Loan,647388.7,12.83,15,46942.37,Active,2014-11-15,2026-08-03 11:22:39.394415,,Loan Management System
LN00000600,CUST00004952,Personal Loan,657890.49,13.89,45,18838.96,Active,2018-05-13,2026-08-03 11:22:39.394415,,Loan Management System
LN00000601,CUST00003614,Gold Loan,1370550.29,6.72,27,54837.06,Closed,2017-03-03,2026-08-03 11:22:39.395421,,Loan Management System
LN00000602,CUST00003077,Personal Loan,839550.82,12.07,48,22137.46,Active,2016-04-29,2026-08-03 11:22:39.395421,,Loan Management System
LN00000603,CUST00003374,Personal Loan,310733.02,10.17,26,13366.69,Active,2026-04-16,2026-08-03 11:22:39.395421,,Loan Management System
LN00000604,CUST00001068,Business Loan,5978186.97,15.8,72,129020.48,Active,2012-10-07,2026-08-03 11:22:39.395421,,Loan Management System
LN00000605,CUST00003241,Education Loan,3998462.41,17.7,61,99851.96,Active,2024-09-28,2026-08-03 11:22:39.396417,,Loan Management System
LN00000606,CUST00002116,Home Loan,5570050.86,15.6,88,106627.29,Closed,2016-05-02,2026-08-03 11:22:39.396417,,Loan Management System
LN00000607,CUST00001402,Gold Loan,1449837.97,17.8,27,65558.57,Active,2017-07-23,2026-08-03 11:22:39.396417,,Loan Management System
LN00000608,CUST00004629,Business Loan,16981807.6,8.53,87,262402.37,Active,2022-07-02,2026-08-03 11:22:39.396417,,Loan Management System
LN00000609,CUST00000734,Education Loan,1499254.22,13.3,126,22137.05,Pending,2020-04-02,2026-08-03 11:22:39.397421,,Loan Management System
LN00000610,CUST00002068,Car Loan,1776704.89,8.66,75,30759.19,Active,2018-05-21,2026-08-03 11:22:39.397421,,Loan Management System
LN00000611,CUST00004092,Home Loan,860655.54,7.15,172,8011.98,Active,2023-02-23,2026-08-03 11:22:39.397421,,Loan Management System
LN00000612,CUST00004503,Personal Loan,531014.29,13.56,20,29812.96,Active,2025-12-09,2026-08-03 11:22:39.397421,,Loan Management System
LN00000613,CUST00000328,Home Loan,8123032.22,16.48,90,157787.81,Active,2020-09-15,2026-08-03 11:22:39.398418,,Loan Management System
LN00000614,CUST00001198,Car Loan,2768227.61,15.41,79,55976.5,Defaulted,2017-03-21,2026-08-03 11:22:39.398418,,Loan Management System
LN00000615,CUST00000797,Gold Loan,949637.18,17.33,28,41474.7,Closed,2012-01-21,2026-08-03 11:22:39.398418,,Loan Management System
LN00000616,CUST00003545,Personal Loan,517774.65,17.72,58,13351.1,Pending,2013-07-19,2026-08-03 11:22:39.398418,,Loan Management System
LN00000617,CUST00001127,Education Loan,3846582.19,13.97,80,74158.94,Closed,2016-01-12,2026-08-03 11:22:39.398418,,Loan Management System
LN00000618,CUST00003175,Car Loan,2690880.61,13.56,57,64290.09,Active,2014-08-16,2026-08-03 11:22:39.399417,,Loan Management System
LN00000619,CUST00004498,Car Loan,690984.56,10.03,49,17244.07,Active,2021-06-18,2026-08-03 11:22:39.399417,,Loan Management System
LN00000620,CUST00001132,Education Loan,3800273.61,17.41,136,64186.25,Defaulted,2016-02-07,2026-08-03 11:22:39.399417,,Loan Management System
LN00000621,CUST00002719,Education Loan,2313182.74,8.59,117,29259.15,Pending,2012-03-27,2026-08-03 11:22:39.399417,,Loan Management System
LN00000622,CUST00003778,Gold Loan,571715.74,13.0,34,20191.55,Active,2013-06-06,2026-08-03 11:22:39.400415,,Loan Management System
LN00000623,CUST00001418,Education Loan,1028184.11,17.8,78,22333.65,Closed,2021-09-25,2026-08-03 11:22:39.400415,,Loan Management System
LN00000624,CUST00004883,Gold Loan,2058612.97,14.21,24,99044.3,Active,2018-12-24,2026-08-03 11:22:39.400415,,Loan Management System
LN00000625,CUST00000668,Personal Loan,411834.25,7.28,28,16037.41,Closed,2017-06-20,2026-08-03 11:22:39.400415,,Loan Management System
LN00000626,CUST00004356,Education Loan,287775.09,11.54,143,3711.99,Written Off,2023-12-25,2026-08-03 11:22:39.401359,,Loan Management System
LN00000627,CUST00004805,Business Loan,10115098.87,10.86,81,176730.92,Active,2024-12-18,2026-08-03 11:22:39.401359,,Loan Management System
LN00000628,CUST00002932,Business Loan,15880234.89,13.15,109,250332.94,Closed,2016-12-03,2026-08-03 11:22:39.401359,,Loan Management System
LN00000629,CUST00001575,Home Loan,1200239.2,16.23,210,17260.83,Active,2019-01-04,2026-08-03 11:22:39.401359,,Loan Management System
LN00000630,CUST00003939,Personal Loan,201851.32,10.43,36,6554.0,Active,2021-11-24,2026-08-03 11:22:39.402414,,Loan Management System
LN00000631,CUST00002225,Home Loan,9447424.36,17.75,233,144463.14,Closed,2020-04-14,2026-08-03 11:22:39.402702,,Loan Management System
LN00000632,CUST00004321,Car Loan,1551663.0,6.86,33,51728.5,Closed,2013-07-21,2026-08-03 11:22:39.402702,,Loan Management System
LN00000633,CUST00000245,Personal Loan,127655.83,10.31,24,5908.95,Active,2018-02-20,2026-08-03 11:22:39.402702,,Loan Management System
LN00000634,CUST00004364,Car Loan,2791606.08,12.71,48,74490.62,Active,2021-05-24,2026-08-03 11:22:39.402702,,Loan Management System
LN00000635,CUST00001079,Home Loan,4232571.04,12.82,311,46940.84,Active,2014-10-27,2026-08-03 11:22:39.403773,,Loan Management System
LN00000636,CUST00001637,Personal Loan,670028.64,9.89,54,15423.37,Closed,2015-12-02,2026-08-03 11:22:39.403773,,Loan Management System
LN00000637,CUST00000967,Personal Loan,190631.0,8.88,52,4429.82,Active,2012-05-04,2026-08-03 11:22:39.403773,,Loan Management System
LN00000638,CUST00003245,Home Loan,8515806.21,10.05,263,80272.78,Active,2023-08-24,2026-08-03 11:22:39.403773,,Loan Management System
LN00000639,CUST00003364,Business Loan,5667585.74,13.88,61,130026.35,Active,2019-01-02,2026-08-03 11:22:39.403773,,Loan Management System
LN00000640,CUST00000455,Business Loan,7703332.47,11.63,45,212034.28,Active,2011-08-13,2026-08-03 11:22:39.404812,,Loan Management System
LN00000641,CUST00002699,Personal Loan,1263764.19,12.99,21,67602.05,Closed,2020-06-06,2026-08-03 11:22:39.404812,,Loan Management System
LN00000642,CUST00004933,Car Loan,439980.47,10.45,81,7593.65,Active,2025-04-22,2026-08-03 11:22:39.404812,,Loan Management System
LN00000643,CUST00001133,Education Loan,987299.76,7.2,135,10691.54,Closed,2020-09-29,2026-08-03 11:22:39.404812,,Loan Management System
LN00000644,CUST00000254,Personal Loan,826495.9,16.47,42,26023.32,Closed,2023-04-09,2026-08-03 11:22:39.405815,,Loan Management System
LN00000645,CUST00000814,Home Loan,3339095.04,11.04,77,60714.29,Active,2023-10-29,2026-08-03 11:22:39.405815,,Loan Management System
LN00000646,CUST00004199,Business Loan,16108781.57,14.29,91,290882.48,Active,2024-03-17,2026-08-03 11:22:39.405815,,Loan Management System
LN00000647,CUST00000957,Gold Loan,1136373.35,17.41,13,96546.48,Written Off,2024-02-15,2026-08-03 11:22:39.405815,,Loan Management System
LN00000648,CUST00001803,Business Loan,2960626.97,11.37,99,46224.15,Active,2022-12-30,2026-08-03 11:22:39.406814,,Loan Management System
LN00000649,CUST00001708,Gold Loan,1577384.88,16.09,19,94596.21,Active,2014-12-09,2026-08-03 11:22:39.406814,,Loan Management System
LN00000650,CUST00001939,Education Loan,3248640.31,7.5,178,30298.88,Active,2017-10-13,2026-08-03 11:22:39.406814,,Loan Management System
LN00000651,CUST00003409,Personal Loan,450491.19,11.77,12,39977.14,Closed,2018-12-03,2026-08-03 11:22:39.406814,,Loan Management System
LN00000652,CUST00001506,Car Loan,1663173.63,11.33,65,34353.86,Active,2012-10-10,2026-08-03 11:22:39.407805,,Loan Management System
LN00000653,CUST00003933,Car Loan,1831495.84,17.6,24,91082.2,Pending,2022-11-20,2026-08-03 11:22:39.407805,,Loan Management System
LN00000654,CUST00003618,Car Loan,482773.24,9.79,80,8240.42,Defaulted,2017-03-15,2026-08-03 11:22:39.407805,,Loan Management System
LN00000655,CUST00001383,Business Loan,5650664.29,14.03,85,105252.18,Closed,2022-03-10,2026-08-03 11:22:39.407805,,Loan Management System
LN00000656,CUST00003601,Home Loan,3116434.35,8.15,265,25389.06,Active,2016-12-04,2026-08-03 11:22:39.408806,,Loan Management System
LN00000657,CUST00000520,Business Loan,6964134.48,9.23,107,95737.61,Active,2022-11-15,2026-08-03 11:22:39.408806,,Loan Management System
LN00000658,CUST00001966,Personal Loan,590039.01,10.39,31,21783.82,Active,2026-01-05,2026-08-03 11:22:39.408806,,Loan Management System
LN00000659,CUST00004135,Business Loan,17235578.27,14.38,41,534536.44,Active,2013-09-15,2026-08-03 11:22:39.408806,,Loan Management System
LN00000660,CUST00004503,Gold Loan,1121698.77,16.0,20,64265.78,Closed,2023-10-31,2026-08-03 11:22:39.409816,,Loan Management System
LN00000661,CUST00003940,Car Loan,450003.18,11.58,64,9457.47,Closed,2016-09-11,2026-08-03 11:22:39.409816,,Loan Management System
LN00000662,CUST00004642,Education Loan,3482036.99,15.94,167,51992.66,Closed,2020-03-19,2026-08-03 11:22:39.409816,,Loan Management System
LN00000663,CUST00000101,Home Loan,7240909.28,11.14,328,70629.25,Defaulted,2016-11-05,2026-08-03 11:22:39.409816,,Loan Management System
LN00000664,CUST00001513,Home Loan,2331252.74,16.08,89,45002.54,Active,2022-12-06,2026-08-03 11:22:39.410808,,Loan Management System
LN00000665,CUST00003505,Personal Loan,1381145.05,14.6,29,56806.89,Active,2018-07-14,2026-08-03 11:22:39.410808,,Loan Management System
LN00000666,CUST00003331,Personal Loan,625566.3,17.12,55,16490.92,Active,2017-02-18,2026-08-03 11:22:39.410808,,Loan Management System
LN00000667,CUST00001945,Personal Loan,911363.21,8.54,42,25179.92,Closed,2018-06-07,2026-08-03 11:22:39.410808,,Loan Management System
LN00000668,CUST00000057,Personal Loan,287094.74,16.79,59,7179.84,Closed,2023-06-13,2026-08-03 11:22:39.410808,,Loan Management System
LN00000669,CUST00000921,Home Loan,760779.65,7.07,352,5131.18,Closed,2016-08-13,2026-08-03 11:22:39.410808,,Loan Management System
LN00000670,CUST00004290,Home Loan,2602835.23,9.09,165,27687.54,Active,2021-01-06,2026-08-03 11:22:39.410808,,Loan Management System
LN00000671,CUST00002944,Personal Loan,79075.92,15.47,55,2016.06,Active,2013-10-01,2026-08-03 11:22:39.412403,,Loan Management System
LN00000672,CUST00003401,Business Loan,13123745.31,13.41,13,1090243.05,Active,2014-11-07,2026-08-03 11:22:39.412567,,Loan Management System
LN00000673,CUST00001566,Car Loan,2840413.91,14.7,47,79851.59,Active,2018-09-27,2026-08-03 11:22:39.412567,,Loan Management System
LN00000674,CUST00003928,Personal Loan,555628.34,9.4,41,15896.97,Active,2022-11-24,2026-08-03 11:22:39.412567,,Loan Management System
LN00000675,CUST00001463,Car Loan,1946097.07,13.22,12,174021.02,Active,2018-01-13,2026-08-03 11:22:39.413411,,Loan Management System
LN00000676,CUST00003285,Car Loan,2561195.06,10.8,48,65946.94,Active,2023-02-09,2026-08-03 11:22:39.413411,,Loan Management System
LN00000677,CUST00003615,Home Loan,1106452.01,17.87,226,17081.82,Defaulted,2024-04-24,2026-08-03 11:22:39.413411,,Loan Management System
LN00000678,CUST00001366,Personal Loan,1081085.97,16.76,31,43205.65,Active,2014-07-19,2026-08-03 11:22:39.413411,,Loan Management System
LN00000679,CUST00000332,Car Loan,872845.82,7.15,63,16658.11,Closed,2022-01-21,2026-08-03 11:22:39.413411,,Loan Management System
LN00000680,CUST00003828,Car Loan,2219592.95,14.04,49,59773.76,Active,2021-04-08,2026-08-03 11:22:39.414493,,Loan Management System
LN00000681,CUST00004336,Personal Loan,612998.64,6.91,57,12646.32,Written Off,2016-09-15,2026-08-03 11:22:39.414493,,Loan Management System
LN00000682,CUST00000805,Business Loan,7191757.47,14.7,99,125779.84,Active,2018-06-30,2026-08-03 11:22:39.414493,,Loan Management System
LN00000683,CUST00000101,Education Loan,3635453.37,14.23,165,50302.16,Active,2020-11-27,2026-08-03 11:22:39.414493,,Loan Management System
LN00000684,CUST00000348,Home Loan,6747339.5,12.92,210,81215.72,Active,2025-10-08,2026-08-03 11:22:39.415509,,Loan Management System
LN00000685,CUST00003545,Home Loan,2957192.58,15.8,153,45021.07,Pending,2011-08-05,2026-08-03 11:22:39.415509,,Loan Management System
LN00000686,CUST00001753,Business Loan,13261475.56,9.06,40,385355.49,Closed,2016-10-03,2026-08-03 11:22:39.415509,,Loan Management System
LN00000687,CUST00003690,Personal Loan,1192731.13,10.31,28,48108.41,Closed,2016-06-19,2026-08-03 11:22:39.415509,,Loan Management System
LN00000688,CUST00004265,Personal Loan,220783.13,7.12,52,4946.93,Closed,2015-03-01,2026-08-03 11:22:39.416508,,Loan Management System
LN00000689,CUST00000128,Gold Loan,201258.95,16.73,35,7306.06,Active,2018-11-25,2026-08-03 11:22:39.416508,,Loan Management System
LN00000690,CUST00001995,Car Loan,1683547.81,11.25,31,62833.74,Active,2024-12-14,2026-08-03 11:22:39.416508,,Loan Management System
LN00000691,CUST00003881,Home Loan,4387322.54,13.05,294,49782.39,Active,2021-06-14,2026-08-03 11:22:39.416508,,Loan Management System
LN00000692,CUST00000582,Business Loan,4016957.0,7.43,54,87743.55,Closed,2021-11-27,2026-08-03 11:22:39.417507,,Loan Management System
LN00000693,CUST00000859,Home Loan,6527740.21,6.55,200,53713.46,Active,2022-09-22,2026-08-03 11:22:39.417507,,Loan Management System
LN00000694,CUST00000038,Education Loan,2347487.77,8.32,58,49294.13,Active,2017-01-25,2026-08-03 11:22:39.417507,,Loan Management System
LN00000695,CUST00002071,Personal Loan,672644.1,11.43,42,19506.98,Active,2019-07-01,2026-08-03 11:22:39.417507,,Loan Management System
LN00000696,CUST00004913,Home Loan,2394435.39,10.79,67,47732.91,Defaulted,2019-02-07,2026-08-03 11:22:39.418460,,Loan Management System
LN00000697,CUST00003022,Education Loan,2171031.76,6.71,37,65118.84,Closed,2019-02-09,2026-08-03 11:22:39.418460,,Loan Management System
LN00000698,CUST00001223,Home Loan,7088485.1,10.46,126,92918.15,Active,2023-01-30,2026-08-03 11:22:39.418460,,Loan Management System
LN00000699,CUST00001281,Car Loan,1057122.26,7.25,17,65619.2,Active,2015-03-22,2026-08-03 11:22:39.418460,,Loan Management System
LN00000700,CUST00003157,Personal Loan,1105356.27,13.36,33,40208.77,Active,2020-04-13,2026-08-03 11:22:39.419501,,Loan Management System
LN00000701,CUST00002017,Car Loan,574610.4,17.96,74,12895.4,Active,2019-08-21,2026-08-03 11:22:39.419501,,Loan Management System
LN00000702,CUST00004546,Home Loan,9506801.36,17.06,266,138393.48,Active,2025-02-02,2026-08-03 11:22:39.419501,,Loan Management System
LN00000703,CUST00000652,Home Loan,9856355.48,8.93,71,179214.43,Closed,2025-02-16,2026-08-03 11:22:39.419501,,Loan Management System
LN00000704,CUST00000120,Home Loan,3982618.79,13.98,79,77394.26,Active,2024-02-09,2026-08-03 11:22:39.419501,,Loan Management System
LN00000705,CUST00002577,Car Loan,2359499.06,13.67,18,145724.19,Closed,2014-06-22,2026-08-03 11:22:39.420503,,Loan Management System
LN00000706,CUST00004747,Car Loan,255276.95,14.43,65,5682.54,Active,2022-10-17,2026-08-03 11:22:39.420503,,Loan Management System
LN00000707,CUST00002062,Home Loan,2901013.78,14.57,165,40791.91,Closed,2013-01-10,2026-08-03 11:22:39.420503,,Loan Management System
LN00000708,CUST00004061,Car Loan,1043126.07,14.11,78,20503.9,Active,2016-05-31,2026-08-03 11:22:39.420503,,Loan Management System
LN00000709,CUST00001759,Car Loan,584057.86,16.05,25,27639.92,Active,2020-05-09,2026-08-03 11:22:39.421495,,Loan Management System
LN00000710,CUST00002334,Car Loan,991578.95,15.52,75,20732.97,Active,2022-11-18,2026-08-03 11:22:39.421495,,Loan Management System
LN00000711,CUST00002981,Home Loan,2998442.2,12.52,163,38346.55,Active,2022-05-09,2026-08-03 11:22:39.421495,,Loan Management System
LN00000712,CUST00001306,Personal Loan,282541.72,12.8,25,12935.27,Closed,2022-02-13,2026-08-03 11:22:39.421495,,Loan Management System
LN00000713,CUST00004621,Personal Loan,390032.64,6.65,17,24104.24,Pending,2017-04-15,2026-08-03 11:22:39.422507,,Loan Management System
LN00000714,CUST00003506,Business Loan,13545927.64,8.22,23,638576.65,Closed,2013-03-05,2026-08-03 11:22:39.422507,,Loan Management System
LN00000715,CUST00002454,Home Loan,7373974.36,16.9,178,113245.47,Active,2025-07-05,2026-08-03 11:22:39.422507,,Loan Management System
LN00000716,CUST00004565,Gold Loan,678709.43,7.08,14,50651.79,Defaulted,2024-05-13,2026-08-03 11:22:39.423097,,Loan Management System
LN00000717,CUST00003888,Business Loan,7524185.95,14.28,66,165216.02,Closed,2015-08-01,2026-08-03 11:22:39.423097,,Loan Management System
LN00000718,CUST00000372,Home Loan,7702938.05,7.03,130,84818.48,Closed,2023-01-12,2026-08-03 11:22:39.423097,,Loan Management System
LN00000719,CUST00002947,Home Loan,3896510.34,11.53,197,44150.27,Defaulted,2016-11-12,2026-08-03 11:22:39.423097,,Loan Management System
LN00000720,CUST00002793,Home Loan,8242160.75,8.6,265,69550.87,Active,2015-05-29,2026-08-03 11:22:39.424190,,Loan Management System
LN00000721,CUST00000819,Personal Loan,1261777.1,14.43,42,38441.14,Closed,2025-04-22,2026-08-03 11:22:39.424190,,Loan Management System
LN00000722,CUST00003454,Car Loan,2431346.76,7.8,19,136445.01,Written Off,2014-12-22,2026-08-03 11:22:39.424190,,Loan Management System
LN00000723,CUST00003759,Business Loan,2522405.56,16.98,73,55642.03,Closed,2014-02-03,2026-08-03 11:22:39.424190,,Loan Management System
LN00000724,CUST00000204,Car Loan,707529.57,10.87,57,15946.77,Closed,2012-01-01,2026-08-03 11:22:39.425193,,Loan Management System
LN00000725,CUST00004380,Business Loan,17659029.81,14.86,28,750182.78,Active,2012-05-16,2026-08-03 11:22:39.425193,,Loan Management System
LN00000726,CUST00002620,Personal Loan,1337011.2,11.57,16,90575.77,Active,2015-10-02,2026-08-03 11:22:39.425193,,Loan Management System
LN00000727,CUST00001943,Personal Loan,1071623.86,14.3,59,25394.02,Closed,2019-09-02,2026-08-03 11:22:39.425193,,Loan Management System
LN00000728,CUST00002588,Car Loan,2938107.56,14.2,55,72981.03,Active,2021-12-26,2026-08-03 11:22:39.425193,,Loan Management System
LN00000729,CUST00003788,Car Loan,1931069.24,11.48,43,54988.54,Active,2026-01-16,2026-08-03 11:22:39.426198,,Loan Management System
LN00000730,CUST00001807,Car Loan,1995932.47,8.21,83,31597.89,Defaulted,2024-08-29,2026-08-03 11:22:39.426198,,Loan Management System
LN00000731,CUST00000946,Car Loan,232605.63,17.25,76,5050.88,Closed,2012-10-28,2026-08-03 11:22:39.426198,,Loan Management System
LN00000732,CUST00002406,Business Loan,17453604.87,7.36,74,294129.23,Active,2019-05-02,2026-08-03 11:22:39.426198,,Loan Management System
LN00000733,CUST00003075,Personal Loan,453327.84,12.33,47,12209.5,Closed,2018-08-21,2026-08-03 11:22:39.427208,,Loan Management System
LN00000734,CUST00000413,Personal Loan,390750.0,11.78,48,10247.79,Active,2022-04-20,2026-08-03 11:22:39.427208,,Loan Management System
LN00000735,CUST00003227,Business Loan,9217828.34,7.87,75,155993.8,Closed,2021-05-19,2026-08-03 11:22:39.427208,,Loan Management System
LN00000736,CUST00003507,Home Loan,4332676.76,6.91,341,29049.17,Active,2014-11-23,2026-08-03 11:22:39.427208,,Loan Management System
LN00000737,CUST00000434,Home Loan,6239931.12,13.62,215,77686.43,Defaulted,2023-10-22,2026-08-03 11:22:39.428193,,Loan Management System
LN00000738,CUST00003766,Car Loan,2032868.75,11.75,55,47979.24,Active,2023-06-07,2026-08-03 11:22:39.428193,,Loan Management System
LN00000739,CUST00003489,Home Loan,2617722.09,11.73,346,26503.59,Closed,2018-02-12,2026-08-03 11:22:39.428193,,Loan Management System
LN00000740,CUST00002656,Car Loan,2206642.59,10.68,69,42936.4,Active,2019-12-30,2026-08-03 11:22:39.428193,,Loan Management System
LN00000741,CUST00003368,Education Loan,964813.72,10.43,110,13657.42,Active,2018-05-21,2026-08-03 11:22:39.429208,,Loan Management System
LN00000742,CUST00000101,Personal Loan,204167.23,16.81,43,6353.0,Active,2015-09-27,2026-08-03 11:22:39.429208,,Loan Management System
LN00000743,CUST00002535,Education Loan,2914080.47,7.73,86,44238.9,Active,2014-02-04,2026-08-03 11:22:39.429208,,Loan Management System
LN00000744,CUST00000436,Gold Loan,997418.81,11.76,15,71826.35,Closed,2022-09-30,2026-08-03 11:22:39.429208,,Loan Management System
LN00000745,CUST00001397,Home Loan,4437468.28,17.16,123,76859.59,Closed,2023-04-14,2026-08-03 11:22:39.430195,,Loan Management System
LN00000746,CUST00003886,Personal Loan,1004762.21,17.5,20,58283.02,Written Off,2011-09-06,2026-08-03 11:22:39.430195,,Loan Management System
LN00000747,CUST00003384,Home Loan,7494032.34,12.86,281,84539.59,Closed,2024-05-12,2026-08-03 11:22:39.430195,,Loan Management System
LN00000748,CUST00003429,Personal Loan,787082.7,17.09,23,40372.06,Closed,2026-03-23,2026-08-03 11:22:39.430195,,Loan Management System
LN00000749,CUST00003513,Home Loan,8244819.46,7.69,224,69437.94,Active,2024-09-07,2026-08-03 11:22:39.430195,,Loan Management System
LN00000750,CUST00000995,Personal Loan,1470276.1,17.03,60,36563.87,Active,2013-05-26,2026-08-03 11:22:39.431196,,Loan Management System
LN00000751,CUST00000015,Personal Loan,547145.27,9.88,20,29783.68,Active,2024-10-29,2026-08-03 11:22:39.431196,,Loan Management System
LN00000752,CUST00002073,Car Loan,2682023.2,12.39,82,48643.27,Defaulted,2018-10-26,2026-08-03 11:22:39.431196,,Loan Management System
LN00000753,CUST00000364,Education Loan,3748497.1,13.77,87,68340.94,Active,2015-04-23,2026-08-03 11:22:39.431196,,Loan Management System
LN00000754,CUST00004007,Education Loan,2777784.06,17.09,69,63490.68,Written Off,2014-07-30,2026-08-03 11:22:39.432201,,Loan Management System
LN00000755,CUST00000834,Car Loan,2883314.07,12.29,53,70767.78,Closed,2025-04-07,2026-08-03 11:22:39.432201,,Loan Management System
LN00000756,CUST00003678,Education Loan,2292892.82,13.2,142,31987.6,Closed,2023-06-05,2026-08-03 11:22:39.432791,,Loan Management System
LN00000757,CUST00001235,Business Loan,10911104.67,16.59,66,253121.41,Closed,2020-05-25,2026-08-03 11:22:39.432791,,Loan Management System
LN00000758,CUST00002227,Car Loan,270762.0,8.17,19,15240.61,Active,2019-06-28,2026-08-03 11:22:39.432791,,Loan Management System
