merchant_id,merchant_name,merchant_category,merchant_type,merchant_city,merchant_state,merchant_country,merchant_status,accepts_upi,accepts_cards,average_ticket_size,onboarding_date,created_at,updated_at,source_system
MER00000151,Sri Sampath Electricity,Utilities,Local,PEDDAPALLI,TELANGANA,India,Active,Yes,Yes,6813.76,2023-06-09,2026-08-03 11:19:40.557210,,Enterprise System
MER00000152,Sai Sur Dhaba,Restaurant,Local,BARPETA,ASSAM,India,Active,Yes,Yes,1595.42,2014-03-21,2026-08-03 11:19:40.558212,,Enterprise System
MER00000153,Sai Gupta Learning Centre,Education,Local,HAZARIBAGH,JHARKHAND,India,Active,Yes,Yes,6883.34,2016-08-19,2026-08-03 11:19:40.559212,,Enterprise System
MER00000154,Royal Kalla Fuel Station,Fuel,Regional,RAICHUR,KARNATAKA,India,Active,Yes,Yes,2868.6,2012-07-31,2026-08-03 11:19:40.559212,,Enterprise System
MER00000155,Om Bhat Traders,Retail,Local,GORAKHPUR,UTTAR PRADESH,India,Active,Yes,Yes,21613.23,2024-04-23,2026-08-03 11:19:40.560210,,Enterprise System
MER00000156,Shree Murthy Outlet,Retail,National,MARIGAON,ASSAM,India,Active,Yes,Yes,17882.72,2012-07-23,2026-08-03 11:19:40.560210,,Enterprise System
MER00000157,Sri Bedi Dhaba,Restaurant,Local,TIRUCHIRAPPALLI,TAMIL NADU,India,Active,Yes,Yes,4202.12,2021-07-10,2026-08-03 11:19:40.561210,,Enterprise System
MER00000158,Sri Sood Municipality,Government,Regional,MYSURU,KARNATAKA,India,Active,Yes,Yes,20392.57,2020-02-21,2026-08-03 11:19:40.561210,,Enterprise System
MER00000159,Modern Wali Fuel Station,Fuel,Local,DARJEELING,WEST BENGAL,India,Active,Yes,Yes,3304.74,2014-04-07,2026-08-03 11:19:40.562714,,Enterprise System
MER00000160,Modern Bhandari Municipality,Government,Regional,SOLAN,HIMACHAL PRADESH,India,Active,Yes,Yes,8175.77,2020-03-23,2026-08-03 11:19:40.562714,,Enterprise System
MER00000161,New Buch Supermarket,Grocery,Local,GUNTUR,ANDHRA PRADESH,India,Active,Yes,Yes,3835.4,2026-01-26,2026-08-03 11:19:40.563720,,Enterprise System
MER00000162,Modern Grewal Kitchen,Restaurant,Local,DAKSHINA KANNADA,KARNATAKA,India,Active,Yes,Yes,1554.7,2012-10-01,2026-08-03 11:19:40.563720,,Enterprise System
MER00000163,Om Bir Store,Retail,Local,GUNA,MADHYA PRADESH,India,Active,Yes,No,2379.91,2023-01-27,2026-08-03 11:19:40.564727,,Enterprise System
MER00000164,Sri Keer Digital,E-Commerce,Local,DURG,CHHATTISGARH,India,Active,Yes,No,37024.38,2018-06-15,2026-08-03 11:19:40.564727,,Enterprise System
MER00000165,Royal Dar Fashion,Retail,Local,RANCHI,JHARKHAND,India,Active,No,Yes,20368.69,2021-04-11,2026-08-03 11:19:40.565725,,Enterprise System
MER00000166,Sri Koshy Digital,E-Commerce,Local,ERNAKULAM,KERALA,India,Active,Yes,No,26346.21,2021-06-08,2026-08-03 11:19:40.565725,,Enterprise System
MER00000167,Modern Baral Multiplex,Entertainment,National,ANANTAPUR,ANDHRA PRADESH,India,Active,Yes,Yes,703.21,2022-02-14,2026-08-03 11:19:40.566727,,Enterprise System
MER00000168,Modern Bumb Cinema,Entertainment,Local,Ranipet,TAMIL NADU,India,Active,Yes,Yes,6857.06,2018-09-19,2026-08-03 11:19:40.567726,,Enterprise System
MER00000169,New Virk Telecom,Telecom,Local,EAST SINGHBUM,JHARKHAND,India,Active,Yes,Yes,3349.06,2016-12-19,2026-08-03 11:19:40.568230,,Enterprise System
MER00000170,New Lal Learning Centre,Education,Regional,Y.S.R.,ANDHRA PRADESH,India,Active,Yes,Yes,85476.76,2015-01-23,2026-08-03 11:19:40.568230,,Enterprise System
MER00000171,Om Murthy Store,Retail,Local,WEST GODAVARI,ANDHRA PRADESH,India,Active,Yes,Yes,4916.44,2015-08-25,2026-08-03 11:19:40.569237,,Enterprise System
MER00000172,Sai Lanka Fresh,Grocery,Local,24 PARAGANAS SOUTH,WEST BENGAL,India,Active,Yes,No,640.53,2018-04-27,2026-08-03 11:19:40.569237,,Enterprise System
MER00000173,Om Deep Electricity,Utilities,Local,LAKHISARAI,BIHAR,India,Active,Yes,Yes,2567.52,2023-01-05,2026-08-03 11:19:40.570236,,Enterprise System
MER00000174,New Mital Mart,Grocery,Local,KISHANGANJ,BIHAR,India,Active,Yes,No,3111.39,2019-05-14,2026-08-03 11:19:40.570236,,Enterprise System
MER00000175,Sai Mutti Electricity,Utilities,Local,KAPURTHALA,PUNJAB,India,Active,Yes,Yes,12576.17,2024-05-17,2026-08-03 11:19:40.571238,,Enterprise System
MER00000176,Sai Bora Medical Centre,Healthcare,Regional,VIZIANAGARAM,ANDHRA PRADESH,India,Active,Yes,Yes,17043.76,2011-09-29,2026-08-03 11:19:40.571238,,Enterprise System
MER00000177,New Shanker Stores,Grocery,Local,ERNAKULAM,KERALA,India,Active,Yes,No,3600.29,2022-02-25,2026-08-03 11:19:40.572745,,Enterprise System
MER00000178,Sri Chaudhry Kitchen,Restaurant,Local,UTTARA KANNADA,KARNATAKA,India,Active,Yes,Yes,4197.47,2012-10-31,2026-08-03 11:19:40.572745,,Enterprise System
MER00000179,Royal Yogi Outlet,Retail,Regional,RATNAGIRI,MAHARASHTRA,India,Active,Yes,Yes,9662.06,2015-03-19,2026-08-03 11:19:40.573754,,Enterprise System
MER00000180,Sri Toor Medical Centre,Healthcare,Local,RAIPUR,CHHATTISGARH,India,Active,Yes,Yes,34193.75,2016-02-05,2026-08-03 11:19:40.573754,,Enterprise System
MER00000181,Shree Deo Fashion,Retail,National,MYSURU,KARNATAKA,India,Active,Yes,Yes,11993.2,2017-07-10,2026-08-03 11:19:40.574760,,Enterprise System
MER00000182,Sri Biswas Cinema,Entertainment,Local,NALANDA,BIHAR,India,Active,Yes,Yes,4363.84,2015-09-28,2026-08-03 11:19:40.574760,,Enterprise System
MER00000183,National Pingle Traders,Retail,Local,GIRIDIH,JHARKHAND,India,Active,Yes,Yes,11699.28,2016-06-07,2026-08-03 11:19:40.575763,,Enterprise System
MER00000184,Sai Dugar Mart,Retail,Local,BAGALKOTE,KARNATAKA,India,Active,Yes,Yes,7636.16,2019-01-15,2026-08-03 11:19:40.576767,,Enterprise System
MER00000185,Modern Mittal Traders,Retail,Local,DAUSA,RAJASTHAN,India,Active,Yes,Yes,9334.79,2021-12-28,2026-08-03 11:19:40.576767,,Enterprise System
MER00000186,Om Wadhwa Networks,Telecom,Regional,MATHURA,UTTAR PRADESH,India,Active,Yes,No,408.97,2011-09-20,2026-08-03 11:19:40.577763,,Enterprise System
MER00000187,Modern Mistry Medical Centre,Healthcare,Regional,MURSHIDABAD,WEST BENGAL,India,Active,Yes,Yes,66053.34,2022-11-15,2026-08-03 11:19:40.577763,,Enterprise System
MER00000188,Modern Chawla Traders,Retail,Local,DIBRUGARH,ASSAM,India,Active,Yes,Yes,19588.99,2013-11-14,2026-08-03 11:19:40.578766,,Enterprise System
MER00000189,Sai Lalla Cafe,Restaurant,Regional,Ranipet,TAMIL NADU,India,Active,Yes,Yes,1643.85,2013-07-20,2026-08-03 11:19:40.579762,,Enterprise System
MER00000190,Royal Chhabra Store,Retail,Local,JUNAGADH,GUJARAT,India,Active,Yes,Yes,12098.29,2024-03-20,2026-08-03 11:19:40.579762,,Enterprise System
MER00000191,Royal Dugal Fashion,Retail,Local,KOLKATA,WEST BENGAL,India,Active,Yes,Yes,3549.64,2016-03-21,2026-08-03 11:19:40.580764,,Enterprise System
MER00000192,Prime Manda Clinic,Healthcare,Local,GURDASPUR,PUNJAB,India,Inactive,Yes,Yes,69514.78,2021-11-16,2026-08-03 11:19:40.580764,,Enterprise System
MER00000193,Om Kade Medical Centre,Healthcare,Regional,GIR SOMNATH,GUJARAT,India,Active,Yes,Yes,82411.79,2023-10-18,2026-08-03 11:19:40.581766,,Enterprise System
MER00000194,Modern Oza Restaurant,Restaurant,Local,KOLAR,KARNATAKA,India,Active,Yes,Yes,2274.05,2015-01-19,2026-08-03 11:19:40.581766,,Enterprise System
MER00000195,Modern Lalla Institute,Education,Local,Budgam,JAMMU AND KASHMIR,India,Active,Yes,No,72266.06,2020-03-08,2026-08-03 11:19:40.582766,,Enterprise System
MER00000196,Shree Suresh Enterprise,Other,Local,BIRBHUM,WEST BENGAL,India,Active,Yes,Yes,4419.67,2015-11-10,2026-08-03 11:19:40.582766,,Enterprise System
MER00000197,Sai Behl Store,Retail,Local,KASARAGOD,KERALA,India,Active,Yes,Yes,23761.94,2013-02-26,2026-08-03 11:19:40.584061,,Enterprise System
MER00000198,New Sampath Outlet,Retail,National,CHURU,RAJASTHAN,India,Active,Yes,Yes,13471.77,2025-09-11,2026-08-03 11:19:40.584061,,Enterprise System
MER00000199,National Malhotra Hospital,Healthcare,National,KAMRUP METRO,ASSAM,India,Active,Yes,Yes,91440.71,2012-05-02,2026-08-03 11:19:40.585069,,Enterprise System
MER00000200,National Aggarwal Outlet,Retail,Local,BARPETA,ASSAM,India,Active,Yes,No,5404.37,2017-04-05,2026-08-03 11:19:40.585069,,Enterprise System
MER00000201,Sri De Outlet,Retail,Local,PUNE,MAHARASHTRA,India,Active,No,Yes,24205.25,2022-06-04,2026-08-03 11:19:40.586062,,Enterprise System
MER00000202,Modern Lala Enterprise,Other,Local,NAGAPATTINAM,TAMIL NADU,India,Active,Yes,Yes,17884.31,2014-05-03,2026-08-03 11:19:40.586062,,Enterprise System
MER00000203,New Sathe Water Supply,Utilities,Local,HASSAN,KARNATAKA,India,Active,Yes,Yes,11918.48,2020-12-21,2026-08-03 11:19:40.587068,,Enterprise System
MER00000204,Om Sane Mart,Retail,Local,SIDDHARTH NAGAR,UTTAR PRADESH,India,Active,Yes,Yes,2612.28,2021-02-16,2026-08-03 11:19:40.588068,,Enterprise System
MER00000205,Sai Andra Energy,Fuel,Local,NAGPUR,MAHARASHTRA,India,Active,Yes,Yes,2243.65,2013-06-28,2026-08-03 11:19:40.588068,,Enterprise System
MER00000206,Sai Borra Mart,Retail,Local,ANUGUL,ODISHA,India,Active,Yes,Yes,4958.1,2023-05-05,2026-08-03 11:19:40.589062,,Enterprise System
MER00000207,Prime Dixit Networks,Telecom,National,KANCHIPURAM,TAMIL NADU,India,Active,Yes,Yes,990.35,2020-11-13,2026-08-03 11:19:40.589062,,Enterprise System
MER00000208,Royal Banik Petrol Pump,Fuel,National,ADILABAD,TELANGANA,India,Active,Yes,Yes,1579.66,2025-10-13,2026-08-03 11:19:40.590069,,Enterprise System
MER00000209,National Pingle Communications,Telecom,Local,PARBHANI,MAHARASHTRA,India,Active,Yes,Yes,3040.68,2021-06-30,2026-08-03 11:19:40.590069,,Enterprise System
MER00000210,New Divan Transport,Travel,Local,DUNGARPUR,RAJASTHAN,India,Active,Yes,No,4048.38,2018-11-24,2026-08-03 11:19:40.591068,,Enterprise System
MER00000211,Sri Datta Online,E-Commerce,National,CHANGLANG,ARUNACHAL PRADESH,India,Active,Yes,Yes,28735.22,2012-04-18,2026-08-03 11:19:40.591068,,Enterprise System
MER00000212,Shree Morar Multiplex,Entertainment,Regional,KRISHNAGIRI,TAMIL NADU,India,Active,Yes,Yes,2185.56,2017-10-15,2026-08-03 11:19:40.591068,,Enterprise System
MER00000213,Prime Baral Marketplace,E-Commerce,Local,Ranipet,TAMIL NADU,India,Active,Yes,Yes,23382.78,2017-09-03,2026-08-03 11:19:40.592709,,Enterprise System
MER00000214,New Kade Medical Centre,Healthcare,Regional,KHARGONE,MADHYA PRADESH,India,Active,No,Yes,40472.94,2023-03-11,2026-08-03 11:19:40.592709,,Enterprise System
MER00000215,Om Krish Gas Services,Utilities,Local,RANGA REDDY,TELANGANA,India,Active,Yes,Yes,2370.9,2022-12-07,2026-08-03 11:19:40.593593,,Enterprise System
MER00000216,Prime Chauhan Mart,Retail,Local,SPSR NELLORE,ANDHRA PRADESH,India,Inactive,Yes,Yes,23376.91,2017-08-08,2026-08-03 11:19:40.593593,,Enterprise System
MER00000217,Royal Ray Electricity,Utilities,Local,AMRITSAR,PUNJAB,India,Active,Yes,Yes,640.69,2022-02-22,2026-08-03 11:19:40.595093,,Enterprise System
MER00000218,Om Dubey Municipality,Government,National,AMRITSAR,PUNJAB,India,Active,Yes,Yes,25249.82,2015-08-13,2026-08-03 11:19:40.595093,,Enterprise System
MER00000219,Sai Gaba Marketplace,E-Commerce,Local,IMPHAL EAST,MANIPUR,India,Active,Yes,No,36457.15,2025-03-12,2026-08-03 11:19:40.596463,,Enterprise System
MER00000220,Modern Goel Electricity,Utilities,Local,SUPAUL,BIHAR,India,Active,Yes,Yes,1380.92,2018-08-07,2026-08-03 11:19:40.596463,,Enterprise System
MER00000221,Om Bakshi Kitchen,Restaurant,Regional,AHMEDNAGAR,MAHARASHTRA,India,Active,Yes,Yes,709.24,2014-08-21,2026-08-03 11:19:40.597501,,Enterprise System
MER00000222,Modern Natarajan Clinic,Healthcare,National,PALGHAR,MAHARASHTRA,India,Active,Yes,Yes,50507.71,2024-11-23,2026-08-03 11:19:40.597501,,Enterprise System
MER00000223,New Sabharwal Fashion,Retail,Regional,TIRAP,ARUNACHAL PRADESH,India,Active,Yes,No,3924.63,2025-03-26,2026-08-03 11:19:40.597501,,Enterprise System
MER00000224,Modern Kothari Corporation,Government,Local,ETAWAH,UTTAR PRADESH,India,Active,Yes,Yes,25858.43,2016-02-15,2026-08-03 11:19:40.598980,,Enterprise System
MER00000225,Sai Dutta Kitchen,Restaurant,Local,LUDHIANA,PUNJAB,India,Active,Yes,Yes,2228.57,2024-12-24,2026-08-03 11:19:40.598980,,Enterprise System
MER00000226,Shree Chokshi Energy,Fuel,Local,PRAKASAM,ANDHRA PRADESH,India,Inactive,Yes,Yes,3676.99,2018-02-04,2026-08-03 11:19:40.599985,,Enterprise System
MER00000227,Sai Barad Electricity,Utilities,Local,RAJKOT,GUJARAT,India,Active,Yes,Yes,12378.42,2026-03-12,2026-08-03 11:19:40.599985,,Enterprise System
MER00000228,Sri Singhal Fresh,Grocery,Local,CUDDALORE,TAMIL NADU,India,Active,Yes,Yes,2140.33,2015-05-16,2026-08-03 11:19:40.601432,,Enterprise System
MER00000229,Sai Iyengar Gas Services,Utilities,Regional,TENKASI,TAMIL NADU,India,Active,Yes,Yes,14972.41,2025-06-24,2026-08-03 11:19:40.601552,,Enterprise System
MER00000230,Prime Sharma Kitchen,Restaurant,National,KACHCHH,GUJARAT,India,Active,Yes,Yes,3460.38,2017-07-14,2026-08-03 11:19:40.602570,,Enterprise System
MER00000231,National Mody Digital,E-Commerce,Local,MUZAFFARPUR,BIHAR,India,Inactive,Yes,Yes,47091.83,2025-07-18,2026-08-03 11:19:40.602570,,Enterprise System
MER00000232,National Kari Enterprise,Other,Local,BARGARH,ODISHA,India,Active,Yes,Yes,23394.89,2015-05-19,2026-08-03 11:19:40.602570,,Enterprise System
MER00000233,National Bajwa Electricity,Utilities,Local,PATAN,GUJARAT,India,Active,Yes,Yes,5373.48,2022-10-25,2026-08-03 11:19:40.603800,,Enterprise System
MER00000234,New Hans Water Supply,Utilities,Local,SHIMLA,HIMACHAL PRADESH,India,Inactive,Yes,No,9942.79,2018-05-13,2026-08-03 11:19:40.603800,,Enterprise System
MER00000235,Royal Narasimhan Electricity,Utilities,Regional,KAMAREDDY,TELANGANA,India,Active,Yes,Yes,1905.63,2016-04-29,2026-08-03 11:19:40.605299,,Enterprise System
MER00000236,Royal Boase Electricity,Utilities,Local,RI BHOI,MEGHALAYA,India,Active,Yes,Yes,1772.91,2024-09-28,2026-08-03 11:19:40.605299,,Enterprise System
MER00000237,Sai Mallick Hospital,Healthcare,Local,VIRUDHUNAGAR,TAMIL NADU,India,Active,No,No,16636.17,2017-07-23,2026-08-03 11:19:40.606471,,Enterprise System
MER00000238,Sai Upadhyay Multiplex,Entertainment,Local,SARAN,BIHAR,India,Active,Yes,Yes,755.55,2018-05-21,2026-08-03 11:19:40.606471,,Enterprise System
MER00000239,Royal Yadav Gas Services,Utilities,Regional,MEDINIPUR WEST,WEST BENGAL,India,Active,Yes,No,6442.91,2017-03-21,2026-08-03 11:19:40.606471,,Enterprise System
MER00000240,Shree Bala Marketplace,E-Commerce,Regional,TIRUVANNAMALAI,TAMIL NADU,India,Active,Yes,No,14686.51,2013-07-19,2026-08-03 11:19:40.607945,,Enterprise System
MER00000241,National Lal Mart,Retail,Local,THRISSUR,KERALA,India,Active,Yes,Yes,16212.15,2014-08-16,2026-08-03 11:19:40.607945,,Enterprise System
MER00000242,New Lanka Dhaba,Restaurant,Local,ERNAKULAM,KERALA,India,Active,Yes,Yes,3329.36,2012-03-27,2026-08-03 11:19:40.608952,,Enterprise System
MER00000243,Shree Chopra Gas Services,Utilities,Local,RAIPUR,CHHATTISGARH,India,Active,Yes,Yes,9281.03,2021-09-25,2026-08-03 11:19:40.608952,,Enterprise System
MER00000244,Prime Saraf Multiplex,Entertainment,Local,ALAPPUZHA,KERALA,India,Active,Yes,Yes,1382.71,2017-06-20,2026-08-03 11:19:40.610264,,Enterprise System
MER00000245,Royal Murthy Fuel Station,Fuel,Local,VIZIANAGARAM,ANDHRA PRADESH,India,Active,Yes,No,2160.7,2019-01-04,2026-08-03 11:19:40.610264,,Enterprise System
MER00000246,Shree Vaidya Water Supply,Utilities,Local,BALESHWAR,ODISHA,India,Active,Yes,Yes,4810.05,2013-07-21,2026-08-03 11:19:40.611279,,Enterprise System
MER00000247,Om Rajan Kitchen,Restaurant,Local,Y.S.R.,ANDHRA PRADESH,India,Active,Yes,Yes,1299.03,2021-05-24,2026-08-03 11:19:40.611279,,Enterprise System
MER00000248,Sai Gupta Communications,Telecom,Local,SAHARSA,BIHAR,India,Suspended,Yes,Yes,4581.43,2015-12-02,2026-08-03 11:19:40.612840,,Enterprise System
MER00000249,Royal Basu Electricity,Utilities,Local,24 PARAGANAS NORTH,WEST BENGAL,India,Active,Yes,Yes,8064.14,2023-08-24,2026-08-03 11:19:40.612840,,Enterprise System
MER00000250,Sri Sarin Hospital,Healthcare,Regional,PASCHIM BARDHAMAN,WEST BENGAL,India,Active,Yes,Yes,17289.18,2011-08-13,2026-08-03 11:19:40.613799,,Enterprise System
MER00000251,Sai Venkatesh Online,E-Commerce,Local,PRAYAGRAJ,UTTAR PRADESH,India,Active,Yes,No,22440.49,2025-04-22,2026-08-03 11:19:40.613799,,Enterprise System
MER00000252,New Yohannan Mart,Retail,Local,DIBRUGARH,ASSAM,India,Active,Yes,Yes,8050.15,2023-04-09,2026-08-03 11:19:40.614799,,Enterprise System
MER00000253,National Hegde Store,Retail,Regional,PEDDAPALLI,TELANGANA,India,Active,Yes,Yes,2062.12,2017-10-13,2026-08-03 11:19:40.615798,,Enterprise System
MER00000254,Sri Sankar Services,Other,Local,24 PARAGANAS SOUTH,WEST BENGAL,India,Active,Yes,Yes,24469.17,2012-10-10,2026-08-03 11:19:40.615798,,Enterprise System
MER00000255,Prime Narayanan Multiplex,Entertainment,National,TUTICORIN,TAMIL NADU,India,Active,Yes,No,3192.47,2022-03-10,2026-08-03 11:19:40.616800,,Enterprise System
MER00000256,Om Murthy Academy,Education,Local,SANGLI,MAHARASHTRA,India,Active,Yes,Yes,134566.42,2022-11-15,2026-08-03 11:19:40.616800,,Enterprise System
MER00000257,Royal Dash Electricity,Utilities,Regional,CHENNAI,TAMIL NADU,India,Suspended,Yes,Yes,6534.68,2023-10-31,2026-08-03 11:19:40.617798,,Enterprise System
MER00000258,Royal Mital Hospital,Healthcare,Local,RATNAGIRI,MAHARASHTRA,India,Active,Yes,No,76783.5,2020-03-19,2026-08-03 11:19:40.618798,,Enterprise System
MER00000259,Prime More Mart,Retail,Regional,FATEHPUR,UTTAR PRADESH,India,Active,Yes,Yes,2971.97,2022-12-06,2026-08-03 11:19:40.618798,,Enterprise System
MER00000260,Shree Rege Traders,Retail,Regional,MAHABUBNAGAR,TELANGANA,India,Active,Yes,Yes,21661.39,2017-02-18,2026-08-03 11:19:40.619800,,Enterprise System
MER00000261,Om Rau Fashion,Retail,Local,DINDIGUL,TAMIL NADU,India,Active,Yes,Yes,19427.19,2023-06-13,2026-08-03 11:19:40.619800,,Enterprise System
MER00000262,Royal Merchant Marketplace,E-Commerce,Regional,TIRUCHIRAPPALLI,TAMIL NADU,India,Suspended,Yes,Yes,13975.15,2021-01-06,2026-08-03 11:19:40.620798,,Enterprise System
MER00000263,New Datta Transport,Travel,Local,THE NILGIRIS,TAMIL NADU,India,Active,Yes,Yes,48605.39,2014-11-07,2026-08-03 11:19:40.620798,,Enterprise System
MER00000264,Om Salvi Medical Centre,Healthcare,Local,JHUNJHUNU,RAJASTHAN,India,Active,Yes,Yes,54254.9,2022-11-24,2026-08-03 11:19:40.621798,,Enterprise System
MER00000265,Royal Raghavan Stores,Grocery,Regional,DURG,CHHATTISGARH,India,Active,Yes,Yes,2151.49,2023-02-09,2026-08-03 11:19:40.622369,,Enterprise System
MER00000266,Om Ghosh Cafe,Restaurant,Local,Narayanpet,TELANGANA,India,Active,Yes,Yes,2386.49,2022-01-21,2026-08-03 11:19:40.622369,,Enterprise System
MER00000267,Om Mitra Clinic,Healthcare,Regional,SIVAGANGA,TAMIL NADU,India,Active,Yes,Yes,4915.21,2018-06-30,2026-08-03 11:19:40.623329,,Enterprise System
MER00000268,Om Acharya Traders,Retail,Local,SANGLI,MAHARASHTRA,India,Active,Yes,No,875.68,2016-10-03,2026-08-03 11:19:40.624325,,Enterprise System
MER00000269,Sri Mangat Authority,Government,National,MALKANGIRI,ODISHA,India,Active,Yes,Yes,11021.14,2015-03-01,2026-08-03 11:19:40.624325,,Enterprise System
MER00000270,Om Sani Municipality,Government,Regional,KAKCHING,MANIPUR,India,Active,Yes,Yes,13816.52,2024-12-14,2026-08-03 11:19:40.625324,,Enterprise System
MER00000271,Sai Nagy Dhaba,Restaurant,Local,HAMIRPUR,HIMACHAL PRADESH,India,Suspended,Yes,No,4593.07,2019-07-01,2026-08-03 11:19:40.625324,,Enterprise System
MER00000272,Prime Sathe Hospital,Healthcare,Local,MADURAI,TAMIL NADU,India,Active,Yes,Yes,93541.07,2019-02-09,2026-08-03 11:19:40.626324,,Enterprise System
MER00000273,Prime Kala Tours,Travel,Local,KALIMPONG,WEST BENGAL,India,Active,Yes,No,37948.31,2020-04-13,2026-08-03 11:19:40.626324,,Enterprise System
MER00000274,Modern Solanki Multiplex,Entertainment,Regional,TIRUPPUR,TAMIL NADU,India,Active,Yes,Yes,3848.38,2025-02-02,2026-08-03 11:19:40.627324,,Enterprise System
MER00000275,Modern Gara Electricity,Utilities,Local,ETAH,UTTAR PRADESH,India,Active,Yes,No,14857.76,2022-10-17,2026-08-03 11:19:40.628324,,Enterprise System
MER00000276,Om Chad Communications,Telecom,Regional,UDAM SINGH NAGAR,UTTARAKHAND,India,Active,Yes,Yes,230.64,2016-05-31,2026-08-03 11:19:40.628324,,Enterprise System
MER00000277,Royal Varma Store,Retail,Regional,MANDYA,KARNATAKA,India,Active,Yes,Yes,15636.96,2022-11-18,2026-08-03 11:19:40.629324,,Enterprise System
MER00000278,Sai Nayak Learning Centre,Education,Local,PUNE,MAHARASHTRA,India,Active,Yes,Yes,134707.32,2013-03-05,2026-08-03 11:19:40.629324,,Enterprise System
MER00000279,National Keer Fuel Station,Fuel,Local,KOPPAL,KARNATAKA,India,Active,Yes,No,1485.97,2023-01-12,2026-08-03 11:19:40.630324,,Enterprise System
MER00000280,Om Mukherjee Corporation,Government,Local,KALLAKURICHI,TAMIL NADU,India,Active,Yes,Yes,39951.88,2015-05-29,2026-08-03 11:19:40.630324,,Enterprise System
MER00000281,Prime Issac Outlet,Retail,Local,MALAPPURAM,KERALA,India,Closed,Yes,Yes,21272.74,2014-02-03,2026-08-03 11:19:40.631324,,Enterprise System
MER00000282,Shree Bakshi Cinema,Entertainment,Local,SHIVPURI,MADHYA PRADESH,India,Active,Yes,Yes,5711.91,2012-05-16,2026-08-03 11:19:40.631324,,Enterprise System
MER00000283,Prime Konda Fashion,Retail,Local,OSMANABAD,MAHARASHTRA,India,Active,Yes,Yes,1542.52,2019-09-02,2026-08-03 11:19:40.632838,,Enterprise System
MER00000284,Sai Bora Stores,Grocery,Local,NAMAKKAL,TAMIL NADU,India,Active,Yes,No,2883.02,2019-05-02,2026-08-03 11:19:40.632838,,Enterprise System
MER00000285,Modern Sachdeva Store,Retail,National,CACHAR,ASSAM,India,Active,Yes,Yes,10258.25,2022-04-20,2026-08-03 11:19:40.633848,,Enterprise System
MER00000286,New Hayer Mart,Retail,Local,BALESHWAR,ODISHA,India,Active,Yes,No,8627.38,2023-10-22,2026-08-03 11:19:40.633848,,Enterprise System
MER00000287,New Rajagopalan Gas Services,Utilities,Regional,WARDHA,MAHARASHTRA,India,Active,No,Yes,6725.2,2019-12-30,2026-08-03 11:19:40.634847,,Enterprise System
MER00000288,Modern Ratta Digital,E-Commerce,Regional,MYSURU,KARNATAKA,India,Inactive,Yes,Yes,1772.4,2015-09-27,2026-08-03 11:19:40.634847,,Enterprise System
MER00000289,Sai Divan Petrol Pump,Fuel,Local,RAICHUR,KARNATAKA,India,Active,Yes,Yes,3722.31,2022-09-30,2026-08-03 11:19:40.635848,,Enterprise System
MER00000290,National Ahluwalia Hospital,Healthcare,Regional,GADAG,KARNATAKA,India,Active,Yes,Yes,63756.19,2024-05-12,2026-08-03 11:19:40.635848,,Enterprise System
MER00000291,Modern Chhabra Water Supply,Utilities,Local,KANGRA,HIMACHAL PRADESH,India,Active,Yes,Yes,4265.57,2024-10-29,2026-08-03 11:19:40.636847,,Enterprise System
MER00000292,New Sandal Outlet,Retail,Local,SABAR KANTHA,GUJARAT,India,Active,Yes,Yes,9170.9,2015-04-23,2026-08-03 11:19:40.636847,,Enterprise System
MER00000293,Modern Goda Outlet,Retail,Local,NEW DELHI,DELHI,India,Active,Yes,Yes,14208.65,2025-04-07,2026-08-03 11:19:40.637847,,Enterprise System
MER00000294,Royal Vasa Enterprise,Other,Local,VADODARA,GUJARAT,India,Active,Yes,Yes,4075.4,2019-06-28,2026-08-03 11:19:40.637847,,Enterprise System
MER00000295,National Bedi Mart,Grocery,Local,KURNOOL,ANDHRA PRADESH,India,Active,Yes,No,3646.36,2021-01-25,2026-08-03 11:19:40.638847,,Enterprise System
MER00000296,Royal Krish Dhaba,Restaurant,Local,Y.S.R.,ANDHRA PRADESH,India,Active,Yes,Yes,3195.91,2026-01-07,2026-08-03 11:19:40.638847,,Enterprise System
MER00000297,Modern Dara Marketplace,E-Commerce,Local,RAIPUR,CHHATTISGARH,India,Active,Yes,No,7065.39,2019-05-09,2026-08-03 11:19:40.639846,,Enterprise System
MER00000298,Royal Deol Petrol Pump,Fuel,Local,VIZIANAGARAM,ANDHRA PRADESH,India,Inactive,No,Yes,4322.27,2025-03-21,2026-08-03 11:19:40.639846,,Enterprise System
MER00000299,Royal Shetty Kitchen,Restaurant,Local,WEST GODAVARI,ANDHRA PRADESH,India,Active,Yes,Yes,2928.29,2022-12-11,2026-08-03 11:19:40.640847,,Enterprise System
MER00000300,Om Wali Travels,Travel,Local,DAKSHINA KANNADA,KARNATAKA,India,Active,No,Yes,53419.16,2021-02-04,2026-08-03 11:19:40.640847,,Enterprise System
MER00000301,National Nadig Restaurant,Restaurant,Regional,SATARA,MAHARASHTRA,India,Active,Yes,Yes,3258.35,2024-06-07,2026-08-03 11:19:40.640847,,Enterprise System
MER00000302,New Savant Mart,Grocery,Regional,VIZIANAGARAM,ANDHRA PRADESH,India,Active,No,Yes,2093.9,2022-01-03,2026-08-03 11:19:40.642430,,Enterprise System
