loan_id,customer_id,loan_type,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,disbursement_date,created_at,updated_at,source_system
LN00002697,CUST00005158,Personal Loan,222990.91,12.56,49,5840.4,Closed,2016-03-12,2026-08-03 12:15:32.571920,,Loan Management System
LN00002698,CUST00005990,Business Loan,1467920.97,13.9,50,38841.3,Active,2015-05-07,2026-08-03 12:15:32.571920,,Loan Management System
LN00002699,CUST00005846,Gold Loan,2322524.62,6.7,35,73237.09,Active,2015-04-24,2026-08-03 12:15:32.571920,,Loan Management System
LN00002700,CUST00005181,Business Loan,732122.87,7.54,44,19096.98,Closed,2015-06-14,2026-08-03 12:15:32.572924,,Loan Management System
LN00002701,CUST00005927,Business Loan,3855351.98,17.05,59,96953.71,Active,2020-07-17,2026-08-03 12:15:32.572924,,Loan Management System
LN00002702,CUST00005846,Personal Loan,265289.63,11.76,43,7590.22,Active,2022-03-16,2026-08-03 12:15:32.572924,,Loan Management System
LN00002703,CUST00005061,Home Loan,2697991.36,13.87,302,32185.19,Defaulted,2024-07-12,2026-08-03 12:15:32.572924,,Loan Management System
LN00002704,CUST00005448,Personal Loan,561418.34,15.33,15,41366.25,Active,2026-01-21,2026-08-03 12:15:32.572924,,Loan Management System
LN00002705,CUST00005837,Business Loan,4886483.43,15.31,98,87645.66,Active,2018-02-26,2026-08-03 12:15:32.572924,,Loan Management System
LN00002706,CUST00005907,Personal Loan,719749.0,16.74,46,21305.48,Pending,2024-02-13,2026-08-03 12:15:32.573928,,Loan Management System
LN00002707,CUST00005945,Education Loan,1372142.26,11.44,54,32627.61,Active,2016-01-29,2026-08-03 12:15:32.573928,,Loan Management System
LN00002708,CUST00005771,Car Loan,314516.97,12.31,63,6802.8,Active,2015-12-10,2026-08-03 12:15:32.573928,,Loan Management System
LN00002709,CUST00005712,Car Loan,2870369.62,9.03,81,47455.95,Closed,2014-04-28,2026-08-03 12:15:32.573928,,Loan Management System
LN00002710,CUST00005309,Home Loan,2779583.63,12.56,153,36516.81,Active,2015-05-10,2026-08-03 12:15:32.573928,,Loan Management System
LN00002711,CUST00005224,Personal Loan,283513.18,9.74,56,6320.36,Active,2023-11-03,2026-08-03 12:15:32.574924,,Loan Management System
LN00002712,CUST00005482,Business Loan,663919.94,11.53,37,21407.13,Active,2017-05-09,2026-08-03 12:15:32.574924,,Loan Management System
LN00002713,CUST00005288,Car Loan,2180705.75,11.7,49,56190.98,Closed,2011-09-25,2026-08-03 12:15:32.574924,,Loan Management System
LN00002714,CUST00005139,Car Loan,2779192.99,10.25,78,48954.99,Closed,2016-08-17,2026-08-03 12:15:32.574924,,Loan Management System
LN00002715,CUST00005742,Home Loan,8567868.45,12.0,266,92214.73,Active,2017-09-12,2026-08-03 12:15:32.574924,,Loan Management System
LN00002716,CUST00005480,Personal Loan,175058.21,10.34,20,9566.34,Active,2016-05-11,2026-08-03 12:15:32.575925,,Loan Management System
LN00002717,CUST00005136,Education Loan,2818125.29,7.24,95,39060.52,Active,2014-05-05,2026-08-03 12:15:32.575925,,Loan Management System
LN00002718,CUST00005399,Personal Loan,1160920.59,12.12,51,29239.16,Active,2018-03-29,2026-08-03 12:15:32.575925,,Loan Management System
LN00002719,CUST00005256,Education Loan,1034639.91,8.64,89,15785.38,Active,2023-11-25,2026-08-03 12:15:32.575925,,Loan Management System
LN00002720,CUST00005946,Business Loan,5645114.39,14.43,92,101768.37,Active,2018-05-08,2026-08-03 12:15:32.575925,,Loan Management System
LN00002721,CUST00005562,Personal Loan,980905.11,16.55,27,43759.91,Active,2024-02-24,2026-08-03 12:15:32.576941,,Loan Management System
LN00002722,CUST00005711,Gold Loan,1002084.45,14.84,18,62439.39,Active,2023-12-28,2026-08-03 12:15:32.576941,,Loan Management System
LN00002723,CUST00005791,Education Loan,1792408.15,10.8,44,49514.02,Active,2023-04-09,2026-08-03 12:15:32.576941,,Loan Management System
LN00002724,CUST00005280,Home Loan,6274778.9,7.24,68,112770.01,Closed,2020-09-01,2026-08-03 12:15:32.576941,,Loan Management System
LN00002725,CUST00005267,Car Loan,1248133.87,11.56,47,33145.56,Active,2013-03-21,2026-08-03 12:15:32.576941,,Loan Management System
LN00002726,CUST00005991,Education Loan,856823.52,8.84,120,10779.82,Active,2023-04-03,2026-08-03 12:15:32.577913,,Loan Management System
LN00002727,CUST00005337,Personal Loan,318294.64,15.06,30,12797.82,Active,2016-02-15,2026-08-03 12:15:32.577913,,Loan Management System
LN00002728,CUST00005602,Business Loan,19790921.25,13.94,94,347117.14,Active,2012-11-14,2026-08-03 12:15:32.577913,,Loan Management System
LN00002729,CUST00005829,Car Loan,1988241.95,14.54,46,56636.0,Closed,2016-04-08,2026-08-03 12:15:32.577913,,Loan Management System
LN00002730,CUST00005740,Car Loan,2242548.95,8.37,22,110309.26,Pending,2022-04-21,2026-08-03 12:15:32.577913,,Loan Management System
LN00002731,CUST00005352,Car Loan,2793804.27,8.17,30,103276.48,Active,2025-08-03,2026-08-03 12:15:32.577913,,Loan Management System
LN00002732,CUST00005556,Education Loan,745316.87,12.43,149,9839.19,Active,2021-04-03,2026-08-03 12:15:32.578925,,Loan Management System
LN00002733,CUST00005693,Home Loan,8653513.33,15.42,344,112590.73,Defaulted,2024-11-01,2026-08-03 12:15:32.578925,,Loan Management System
LN00002734,CUST00005349,Home Loan,6986082.97,15.96,261,95966.23,Active,2020-09-13,2026-08-03 12:15:32.578925,,Loan Management System
LN00002735,CUST00005068,Personal Loan,1297924.8,7.48,41,35972.05,Defaulted,2021-05-10,2026-08-03 12:15:32.578925,,Loan Management System
LN00002736,CUST00005138,Gold Loan,866306.27,9.99,36,27949.2,Active,2013-12-01,2026-08-03 12:15:32.578925,,Loan Management System
LN00002737,CUST00005345,Business Loan,18393808.29,11.11,112,264531.62,Active,2018-09-16,2026-08-03 12:15:32.579830,,Loan Management System
LN00002738,CUST00005746,Home Loan,9686336.15,10.57,185,106308.15,Closed,2011-10-01,2026-08-03 12:15:32.579830,,Loan Management System
LN00002739,CUST00005977,Home Loan,3520315.06,17.99,329,53173.07,Active,2021-08-06,2026-08-03 12:15:32.579830,,Loan Management System
LN00002740,CUST00005473,Car Loan,2663236.81,11.23,41,78513.48,Active,2016-03-27,2026-08-03 12:15:32.580433,,Loan Management System
LN00002741,CUST00005781,Personal Loan,926361.2,11.51,50,23410.69,Written Off,2020-12-20,2026-08-03 12:15:32.580433,,Loan Management System
LN00002742,CUST00005719,Home Loan,4547416.02,9.56,168,49199.72,Closed,2017-12-11,2026-08-03 12:15:32.580433,,Loan Management System
LN00002743,CUST00005895,Home Loan,7246793.32,14.71,76,147111.36,Closed,2021-07-28,2026-08-03 12:15:32.581439,,Loan Management System
LN00002744,CUST00005202,Personal Loan,1356915.61,10.98,55,31507.95,Closed,2015-01-30,2026-08-03 12:15:32.581439,,Loan Management System
LN00002745,CUST00005967,Business Loan,1188315.97,9.13,84,19197.4,Active,2026-01-18,2026-08-03 12:15:32.581439,,Loan Management System
LN00002746,CUST00005283,Business Loan,4878590.59,7.93,21,249571.76,Active,2012-07-22,2026-08-03 12:15:32.581439,,Loan Management System
LN00002747,CUST00005065,Business Loan,11723985.93,13.96,51,306076.98,Closed,2016-03-17,2026-08-03 12:15:32.581439,,Loan Management System
LN00002748,CUST00005305,Home Loan,1533529.17,7.74,200,13669.77,Closed,2016-01-08,2026-08-03 12:15:32.582444,,Loan Management System
LN00002749,CUST00005416,Car Loan,2874281.87,15.47,43,87493.1,Written Off,2012-04-20,2026-08-03 12:15:32.582444,,Loan Management System
LN00002750,CUST00005752,Business Loan,16888775.09,14.06,89,306608.07,Active,2014-04-18,2026-08-03 12:15:32.582444,,Loan Management System
