collateral_id,loan_id,asset_type,asset_value,valuation_date,created_at,updated_at,source_system
COL00000264,LN00002387,Vehicle,2758228.21,2025-05-23,2026-07-25 01:44:21.948802,,Loan Management System
COL00000265,LN00001495,Gold,1791723.59,2026-05-23,2026-07-25 01:44:21.948802,,Loan Management System
COL00000266,LN00000812,Vehicle,576837.83,2014-01-21,2026-07-25 01:44:21.948802,,Loan Management System
COL00000267,LN00002064,Vehicle,2677507.58,2015-11-03,2026-07-25 01:44:21.948802,,Loan Management System
COL00000268,LN00000374,Property,10997705.07,2016-01-19,2026-07-25 01:44:21.948802,,Loan Management System
COL00000269,LN00002153,Property,26895656.96,2014-06-18,2026-07-25 01:44:21.948802,,Loan Management System
COL00000270,LN00000925,Gold,752607.45,2013-08-31,2026-07-25 01:44:21.948802,,Loan Management System
COL00000271,LN00001260,Vehicle,2318860.23,2021-09-22,2026-07-25 01:44:21.948802,,Loan Management System
COL00000272,LN00000933,Vehicle,3793022.68,2015-11-19,2026-07-25 01:44:21.948802,,Loan Management System
COL00000273,LN00001639,Property,1298359.08,2018-08-08,2026-07-25 01:44:21.948802,,Loan Management System
COL00000274,LN00001816,Property,4203599.04,2021-07-09,2026-07-25 01:44:21.948802,,Loan Management System
COL00000275,LN00001527,Vehicle,4243211.16,2013-12-15,2026-07-25 01:44:21.948802,,Loan Management System
COL00000276,LN00000856,Property,6494879.81,2015-04-05,2026-07-25 01:44:21.949802,,Loan Management System
COL00000277,LN00001116,Vehicle,1754165.45,2014-07-30,2026-07-25 01:44:21.949802,,Loan Management System
COL00000278,LN00001903,Vehicle,571773.03,2023-11-28,2026-07-25 01:44:21.949802,,Loan Management System
COL00000279,LN00000736,Property,5396458.77,2014-10-26,2026-07-25 01:44:21.949802,,Loan Management System
COL00000280,LN00002354,Property,12445496.35,2017-09-05,2026-07-25 01:44:21.949802,,Loan Management System
COL00000281,LN00000897,Vehicle,979615.89,2016-04-10,2026-07-25 01:44:21.949802,,Loan Management System
COL00000282,LN00000440,Property,2857358.92,2013-10-06,2026-07-25 01:44:21.949802,,Loan Management System
COL00000283,LN00002280,Vehicle,1575971.18,2016-10-29,2026-07-25 01:44:21.949802,,Loan Management System
COL00000284,LN00000737,Property,9013134.5,2023-09-27,2026-07-25 01:44:21.949802,,Loan Management System
COL00000285,LN00001484,Property,10480329.74,2017-02-19,2026-07-25 01:44:21.949802,,Loan Management System
COL00000286,LN00000326,Gold,2109787.25,2013-03-22,2026-07-25 01:44:21.949802,,Loan Management System
COL00000287,LN00001329,Property,10445851.13,2022-09-10,2026-07-25 01:44:21.949802,,Loan Management System
COL00000288,LN00000815,Gold,2005389.93,2023-05-12,2026-07-25 01:44:21.949802,,Loan Management System
COL00000289,LN00002397,Vehicle,678272.0,2026-05-16,2026-07-25 01:44:21.949802,,Loan Management System
COL00000290,LN00001374,Property,16081030.15,2014-03-05,2026-07-25 01:44:21.949802,,Loan Management System
COL00000291,LN00002087,Property,13058215.54,2024-02-24,2026-07-25 01:44:21.949802,,Loan Management System
COL00000292,LN00000468,Property,10558951.93,2023-06-28,2026-07-25 01:44:21.949802,,Loan Management System
COL00000293,LN00000808,Vehicle,2296860.52,2016-12-22,2026-07-25 01:44:21.949802,,Loan Management System
COL00000294,LN00001194,Property,13628411.82,2022-10-01,2026-07-25 01:44:21.949802,,Loan Management System
COL00000295,LN00001926,Property,19116862.54,2021-01-08,2026-07-25 01:44:21.949802,,Loan Management System
COL00000296,LN00002475,Vehicle,2410477.0,2022-06-02,2026-07-25 01:44:21.949802,,Loan Management System
COL00000297,LN00001885,Property,12753851.77,2013-06-11,2026-07-25 01:44:21.949802,,Loan Management System
COL00000298,LN00001480,Property,18299061.01,2018-03-31,2026-07-25 01:44:21.949802,,Loan Management System
COL00000299,LN00000406,Property,8885717.11,2012-07-07,2026-07-25 01:44:21.949802,,Loan Management System
COL00000300,LN00001001,Vehicle,1947274.15,2022-07-24,2026-07-25 01:44:21.949802,,Loan Management System
COL00000301,LN00002110,Property,4663470.72,2019-05-13,2026-07-25 01:44:21.949802,,Loan Management System
COL00000302,LN00001921,Property,3258494.31,2024-03-09,2026-07-25 01:44:21.949802,,Loan Management System
COL00000303,LN00000259,Property,13811234.88,2024-05-12,2026-07-25 01:44:21.949802,,Loan Management System
COL00000304,LN00001132,Vehicle,1248895.69,2019-11-25,2026-07-25 01:44:21.949802,,Loan Management System
COL00000305,LN00000898,Vehicle,2091431.48,2024-04-26,2026-07-25 01:44:21.949802,,Loan Management System
COL00000306,LN00002471,Property,3885011.24,2013-08-11,2026-07-25 01:44:21.949802,,Loan Management System
COL00000307,LN00000030,Gold,1958516.18,2020-09-30,2026-07-25 01:44:21.949802,,Loan Management System
COL00000308,LN00002335,Gold,399498.65,2026-06-20,2026-07-25 01:44:21.949802,,Loan Management System
COL00000309,LN00001962,Property,9050180.35,2024-07-08,2026-07-25 01:44:21.949802,,Loan Management System
COL00000310,LN00000991,Vehicle,2651792.92,2017-09-08,2026-07-25 01:44:21.949802,,Loan Management System
COL00000311,LN00002082,Property,6511028.07,2025-03-20,2026-07-25 01:44:21.949802,,Loan Management System
COL00000312,LN00000563,Property,9216799.45,2018-06-29,2026-07-25 01:44:21.949802,,Loan Management System
COL00000313,LN00002467,Vehicle,2177263.12,2024-09-23,2026-07-25 01:44:21.949802,,Loan Management System
COL00000314,LN00000924,Property,3074512.82,2015-08-14,2026-07-25 01:44:21.949802,,Loan Management System
COL00000315,LN00002026,Property,6191966.27,2022-12-21,2026-07-25 01:44:21.949802,,Loan Management System
COL00000316,LN00000491,Gold,515172.49,2015-02-06,2026-07-25 01:44:21.949802,,Loan Management System
COL00000317,LN00000415,Property,6977134.04,2026-02-26,2026-07-25 01:44:21.950797,,Loan Management System
COL00000318,LN00001377,Property,3992018.49,2016-07-07,2026-07-25 01:44:21.950797,,Loan Management System
COL00000319,LN00001420,Property,5617849.71,2019-10-08,2026-07-25 01:44:21.950797,,Loan Management System
COL00000320,LN00002059,Property,13513990.24,2016-08-17,2026-07-25 01:44:21.950797,,Loan Management System
COL00000321,LN00001686,Gold,2525324.53,2024-04-15,2026-07-25 01:44:21.950797,,Loan Management System
COL00000322,LN00001646,Property,10895098.11,2017-10-08,2026-07-25 01:44:21.950797,,Loan Management System
COL00000323,LN00001436,Property,1973464.19,2026-02-10,2026-07-25 01:44:21.950797,,Loan Management System
COL00000324,LN00001367,Property,13494058.54,2015-04-28,2026-07-25 01:44:21.950797,,Loan Management System
COL00000325,LN00000913,Vehicle,1399940.78,2024-11-05,2026-07-25 01:44:21.950797,,Loan Management System
COL00000326,LN00002442,Gold,2961628.06,2012-03-03,2026-07-25 01:44:21.950797,,Loan Management System
COL00000327,LN00000800,Vehicle,3560131.57,2016-03-12,2026-07-25 01:44:21.950797,,Loan Management System
COL00000328,LN00002296,Property,7090178.71,2013-09-14,2026-07-25 01:44:21.950797,,Loan Management System
COL00000329,LN00001273,Vehicle,260157.69,2021-04-22,2026-07-25 01:44:21.950797,,Loan Management System
COL00000330,LN00000985,Vehicle,746709.85,2025-12-11,2026-07-25 01:44:21.950797,,Loan Management System
COL00000331,LN00000202,Property,5720638.67,2015-12-20,2026-07-25 01:44:21.950797,,Loan Management System
COL00000332,LN00000575,Gold,3340846.72,2015-10-09,2026-07-25 01:44:21.950797,,Loan Management System
COL00000333,LN00000414,Property,7239772.4,2022-12-21,2026-07-25 01:44:21.950797,,Loan Management System
COL00000334,LN00002243,Property,6237118.55,2020-05-17,2026-07-25 01:44:21.950797,,Loan Management System
COL00000335,LN00001022,Property,13021700.91,2024-04-05,2026-07-25 01:44:21.950797,,Loan Management System
COL00000336,LN00002286,Property,1985906.26,2021-08-15,2026-07-25 01:44:21.950797,,Loan Management System
COL00000337,LN00001051,Property,4372767.76,2018-05-24,2026-07-25 01:44:21.950797,,Loan Management System
COL00000338,LN00000298,Vehicle,2298485.67,2019-10-06,2026-07-25 01:44:21.950797,,Loan Management System
COL00000339,LN00001924,Property,8493632.33,2025-04-21,2026-07-25 01:44:21.950797,,Loan Management System
COL00000340,LN00000375,Property,6002060.86,2024-11-17,2026-07-25 01:44:21.950797,,Loan Management System
COL00000341,LN00000528,Gold,1775771.96,2020-10-13,2026-07-25 01:44:21.950797,,Loan Management System
COL00000342,LN00001217,Vehicle,4167930.42,2012-09-13,2026-07-25 01:44:21.950797,,Loan Management System
COL00000343,LN00001651,Vehicle,2250396.37,2014-04-13,2026-07-25 01:44:21.950797,,Loan Management System
COL00000344,LN00000664,Property,2361297.32,2022-11-23,2026-07-25 01:44:21.950797,,Loan Management System
COL00000345,LN00000844,Property,4724684.39,2018-03-03,2026-07-25 01:44:21.950797,,Loan Management System
COL00000346,LN00002348,Gold,3037714.16,2025-04-21,2026-07-25 01:44:21.950797,,Loan Management System
COL00000347,LN00000093,Gold,1637669.14,2017-10-02,2026-07-25 01:44:21.950797,,Loan Management System
COL00000348,LN00000915,Property,18643385.92,2012-03-30,2026-07-25 01:44:21.950797,,Loan Management System
COL00000349,LN00002317,Gold,318183.54,2014-10-28,2026-07-25 01:44:21.950797,,Loan Management System
COL00000350,LN00000886,Property,6213834.6,2014-08-08,2026-07-25 01:44:21.950797,,Loan Management System
COL00000351,LN00000657,Property,7024149.12,2022-10-08,2026-07-25 01:44:21.950797,,Loan Management System
COL00000352,LN00002218,Vehicle,1282040.86,2021-04-01,2026-07-25 01:44:21.950797,,Loan Management System
COL00000353,LN00001179,Gold,1709203.58,2026-02-22,2026-07-25 01:44:21.950797,,Loan Management System
COL00000354,LN00001969,Property,834467.77,2021-02-05,2026-07-25 01:44:21.950797,,Loan Management System
COL00000355,LN00001693,Property,3031532.53,2017-10-21,2026-07-25 01:44:21.950797,,Loan Management System
COL00000356,LN00001918,Gold,1486426.57,2013-01-23,2026-07-25 01:44:21.950797,,Loan Management System
COL00000357,LN00001892,Vehicle,1786894.28,2026-03-24,2026-07-25 01:44:21.950797,,Loan Management System
COL00000358,LN00000776,Gold,2707784.88,2025-05-28,2026-07-25 01:44:21.950797,,Loan Management System
COL00000359,LN00000213,Property,8899761.14,2020-02-16,2026-07-25 01:44:21.951797,,Loan Management System
COL00000360,LN00002155,Vehicle,4388710.77,2014-02-19,2026-07-25 01:44:21.951797,,Loan Management System
COL00000361,LN00001006,Property,4135434.55,2024-08-29,2026-07-25 01:44:21.951797,,Loan Management System
COL00000362,LN00002075,Vehicle,3746085.59,2020-08-01,2026-07-25 01:44:21.951797,,Loan Management System
COL00000363,LN00002284,Vehicle,3584965.55,2018-03-24,2026-07-25 01:44:21.951797,,Loan Management System
COL00000364,LN00000699,Vehicle,1161960.82,2015-03-05,2026-07-25 01:44:21.951797,,Loan Management System
COL00000365,LN00000271,Vehicle,655326.9,2019-03-17,2026-07-25 01:44:21.951797,,Loan Management System
COL00000366,LN00000179,Vehicle,3000888.66,2015-10-05,2026-07-25 01:44:21.951797,,Loan Management System
COL00000367,LN00001170,Property,1512901.71,2025-01-03,2026-07-25 01:44:21.951797,,Loan Management System
COL00000368,LN00000880,Property,8144577.55,2012-12-09,2026-07-25 01:44:21.951797,,Loan Management System
COL00000369,LN00000758,Vehicle,403208.24,2019-06-13,2026-07-25 01:44:21.951797,,Loan Management System
COL00000370,LN00000085,Property,5807581.1,2015-06-11,2026-07-25 01:44:21.951797,,Loan Management System
COL00000371,LN00000579,Property,3975240.2,2023-06-01,2026-07-25 01:44:21.951797,,Loan Management System
COL00000372,LN00000552,Property,5483675.32,2026-05-25,2026-07-25 01:44:21.951797,,Loan Management System
COL00000373,LN00000373,Gold,2295807.76,2018-02-18,2026-07-25 01:44:21.951797,,Loan Management System
COL00000374,LN00001810,Vehicle,1895624.77,2013-09-30,2026-07-25 01:44:21.951797,,Loan Management System
COL00000375,LN00001771,Property,5948751.42,2022-06-04,2026-07-25 01:44:21.951797,,Loan Management System
COL00000376,LN00000178,Property,20481091.88,2020-06-28,2026-07-25 01:44:21.951797,,Loan Management System
COL00000377,LN00001105,Vehicle,641207.94,2021-07-08,2026-07-25 01:44:21.951797,,Loan Management System
COL00000378,LN00000003,Property,3764309.43,2011-12-08,2026-07-25 01:44:21.951797,,Loan Management System
COL00000379,LN00001077,Vehicle,1859928.78,2017-05-25,2026-07-25 01:44:21.951797,,Loan Management System
COL00000380,LN00000122,Property,17802488.44,2024-09-23,2026-07-25 01:44:21.951797,,Loan Management System
COL00000381,LN00001104,Property,13625224.5,2023-10-30,2026-07-25 01:44:21.951797,,Loan Management System
COL00000382,LN00000842,Property,10424950.93,2016-07-31,2026-07-25 01:44:21.951797,,Loan Management System
COL00000383,LN00001680,Property,10922444.59,2016-01-17,2026-07-25 01:44:21.951797,,Loan Management System
COL00000384,LN00002194,Vehicle,1577464.95,2019-05-14,2026-07-25 01:44:21.951797,,Loan Management System
COL00000385,LN00001952,Vehicle,585072.14,2022-09-21,2026-07-25 01:44:21.951797,,Loan Management System
COL00000386,LN00000960,Property,9220350.47,2022-03-06,2026-07-25 01:44:21.951797,,Loan Management System
COL00000387,LN00000929,Property,17902855.98,2021-02-22,2026-07-25 01:44:21.951797,,Loan Management System
COL00000388,LN00001153,Vehicle,3114822.1,2021-05-15,2026-07-25 01:44:21.951797,,Loan Management System
COL00000389,LN00002125,Vehicle,1371021.08,2026-05-06,2026-07-25 01:44:21.951797,,Loan Management System
COL00000390,LN00000550,Vehicle,2086126.22,2024-10-05,2026-07-25 01:44:21.951797,,Loan Management System
COL00000391,LN00001199,Vehicle,792870.98,2020-12-10,2026-07-25 01:44:21.951797,,Loan Management System
COL00000392,LN00002079,Property,3662902.44,2021-01-10,2026-07-25 01:44:21.951797,,Loan Management System
COL00000393,LN00000136,Vehicle,2999203.15,2016-11-21,2026-07-25 01:44:21.951797,,Loan Management System
COL00000394,LN00001658,Gold,2008955.37,2026-05-05,2026-07-25 01:44:21.951797,,Loan Management System
COL00000395,LN00000752,Vehicle,3087648.98,2018-09-22,2026-07-25 01:44:21.951797,,Loan Management System
COL00000396,LN00000744,Gold,1234228.18,2022-08-29,2026-07-25 01:44:21.951797,,Loan Management System
COL00000397,LN00000140,Property,3026601.56,2018-03-25,2026-07-25 01:44:21.951797,,Loan Management System
COL00000398,LN00000823,Property,2073806.08,2020-10-12,2026-07-25 01:44:21.951797,,Loan Management System
COL00000399,LN00001228,Gold,1476938.35,2018-10-06,2026-07-25 01:44:21.951797,,Loan Management System
COL00000400,LN00000989,Property,14476718.07,2013-05-04,2026-07-25 01:44:21.951797,,Loan Management System
COL00000401,LN00000562,Property,8272366.59,2014-07-15,2026-07-25 01:44:21.952791,,Loan Management System
COL00000402,LN00000147,Gold,2935164.74,2024-03-05,2026-07-25 01:44:21.952791,,Loan Management System
COL00000403,LN00001279,Property,4288857.95,2016-02-17,2026-07-25 01:44:21.952791,,Loan Management System
COL00000404,LN00001459,Property,10385079.65,2013-04-06,2026-07-25 01:44:21.952791,,Loan Management System
COL00000405,LN00000593,Gold,315792.41,2025-01-24,2026-07-25 01:44:21.952791,,Loan Management System
COL00000406,LN00001337,Property,6943808.51,2017-09-05,2026-07-25 01:44:21.952791,,Loan Management System
COL00000407,LN00002257,Property,7113452.29,2022-04-02,2026-07-25 01:44:21.952791,,Loan Management System
COL00000408,LN00000255,Vehicle,707908.47,2021-11-13,2026-07-25 01:44:21.952791,,Loan Management System
COL00000409,LN00001732,Property,3056995.35,2021-07-06,2026-07-25 01:44:21.952791,,Loan Management System
COL00000410,LN00001206,Vehicle,1593247.37,2021-08-17,2026-07-25 01:44:21.952791,,Loan Management System
COL00000411,LN00000363,Vehicle,346530.71,2018-06-12,2026-07-25 01:44:21.952791,,Loan Management System
COL00000412,LN00001030,Property,10825958.26,2019-12-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000413,LN00000133,Gold,1543137.7,2021-03-05,2026-07-25 01:44:21.952791,,Loan Management System
COL00000414,LN00001429,Property,1099468.35,2026-05-09,2026-07-25 01:44:21.952791,,Loan Management System
COL00000415,LN00002244,Vehicle,1872234.72,2021-11-19,2026-07-25 01:44:21.952791,,Loan Management System
COL00000416,LN00001855,Property,28099925.88,2023-03-26,2026-07-25 01:44:21.952791,,Loan Management System
COL00000417,LN00000473,Vehicle,2806036.88,2020-07-19,2026-07-25 01:44:21.952791,,Loan Management System
COL00000418,LN00001224,Property,2375391.88,2021-07-15,2026-07-25 01:44:21.952791,,Loan Management System
COL00000419,LN00002353,Gold,2925085.54,2018-07-08,2026-07-25 01:44:21.952791,,Loan Management System
COL00000420,LN00001002,Property,9697582.41,2016-02-22,2026-07-25 01:44:21.952791,,Loan Management System
COL00000421,LN00000943,Vehicle,1882584.16,2025-06-13,2026-07-25 01:44:21.952791,,Loan Management System
COL00000422,LN00001251,Property,9022764.38,2016-09-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000423,LN00001390,Vehicle,1976107.52,2014-10-12,2026-07-25 01:44:21.952791,,Loan Management System
COL00000424,LN00001788,Property,6231894.9,2015-03-20,2026-07-25 01:44:21.952791,,Loan Management System
COL00000425,LN00000219,Property,9997324.01,2014-04-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000426,LN00000295,Property,14758532.49,2015-07-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000427,LN00002294,Vehicle,1507577.09,2017-01-25,2026-07-25 01:44:21.952791,,Loan Management System
COL00000428,LN00001569,Property,10484947.63,2015-10-09,2026-07-25 01:44:21.952791,,Loan Management System
COL00000429,LN00001113,Property,9840119.49,2016-08-04,2026-07-25 01:44:21.952791,,Loan Management System
COL00000430,LN00000504,Property,10318183.83,2013-01-17,2026-07-25 01:44:21.952791,,Loan Management System
COL00000431,LN00002113,Gold,2926885.0,2017-09-13,2026-07-25 01:44:21.952791,,Loan Management System
COL00000432,LN00000180,Property,7162934.18,2020-11-27,2026-07-25 01:44:21.952791,,Loan Management System
COL00000433,LN00002245,Property,19001985.92,2014-03-20,2026-07-25 01:44:21.952791,,Loan Management System
COL00000434,LN00002303,Gold,1504929.65,2013-01-24,2026-07-25 01:44:21.952791,,Loan Management System
COL00000435,LN00000264,Vehicle,2538549.28,2016-10-25,2026-07-25 01:44:21.952791,,Loan Management System
COL00000436,LN00001066,Property,10718466.24,2015-04-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000437,LN00000624,Gold,2269005.18,2018-11-25,2026-07-25 01:44:21.952791,,Loan Management System
COL00000438,LN00002454,Property,5316860.88,2011-08-10,2026-07-25 01:44:21.952791,,Loan Management System
COL00000439,LN00000952,Property,4035161.02,2017-11-13,2026-07-25 01:44:21.952791,,Loan Management System
COL00000440,LN00001109,Property,6405227.24,2016-04-30,2026-07-25 01:44:21.952791,,Loan Management System
COL00000441,LN00000797,Property,6891827.05,2019-10-18,2026-07-25 01:44:21.952791,,Loan Management System
COL00000442,LN00000899,Property,3877260.6,2025-09-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000443,LN00001649,Property,13496349.96,2016-03-11,2026-07-25 01:44:21.952791,,Loan Management System
COL00000444,LN00000332,Property,7837883.54,2026-03-21,2026-07-25 01:44:21.953790,,Loan Management System
COL00000445,LN00001288,Property,22700483.11,2019-01-27,2026-07-25 01:44:21.953790,,Loan Management System
COL00000446,LN00002291,Property,16977613.98,2017-11-27,2026-07-25 01:44:21.953790,,Loan Management System
COL00000447,LN00000382,Property,11073919.84,2024-10-24,2026-07-25 01:44:21.953790,,Loan Management System
COL00000448,LN00002497,Property,1506769.59,2015-07-28,2026-07-25 01:44:21.953790,,Loan Management System
COL00000449,LN00000237,Vehicle,2663912.97,2012-11-16,2026-07-25 01:44:21.953790,,Loan Management System
COL00000450,LN00000044,Property,5379993.15,2017-04-25,2026-07-25 01:44:21.953790,,Loan Management System
COL00000451,LN00000718,Property,8692556.91,2022-12-10,2026-07-25 01:44:21.953790,,Loan Management System
COL00000452,LN00000217,Vehicle,3359730.58,2017-11-09,2026-07-25 01:44:21.953790,,Loan Management System
COL00000453,LN00001265,Property,3317991.87,2021-10-12,2026-07-25 01:44:21.953790,,Loan Management System
COL00000454,LN00001540,Property,7862542.9,2018-01-12,2026-07-25 01:44:21.953790,,Loan Management System
COL00000455,LN00001381,Property,2667035.1,2018-08-15,2026-07-25 01:44:21.953790,,Loan Management System
COL00000456,LN00002183,Property,25938638.13,2019-01-12,2026-07-25 01:44:21.953790,,Loan Management System
COL00000457,LN00002004,Property,6283803.26,2024-03-14,2026-07-25 01:44:21.953790,,Loan Management System
COL00000458,LN00000005,Property,12148565.48,2016-03-11,2026-07-25 01:44:21.953790,,Loan Management System
COL00000459,LN00002493,Property,10602718.53,2018-10-26,2026-07-25 01:44:21.953790,,Loan Management System
COL00000460,LN00001615,Property,1977376.61,2024-05-04,2026-07-25 01:44:21.953790,,Loan Management System
COL00000461,LN00000938,Vehicle,792307.82,2021-11-18,2026-07-25 01:44:21.953790,,Loan Management System
COL00000462,LN00000581,Vehicle,2128585.31,2018-01-14,2026-07-25 01:44:21.953790,,Loan Management System
COL00000463,LN00000541,Property,10148990.7,2026-03-15,2026-07-25 01:44:21.953790,,Loan Management System
COL00000464,LN00001505,Gold,1989755.63,2024-03-17,2026-07-25 01:44:21.953790,,Loan Management System
COL00000465,LN00000971,Property,18023329.73,2025-01-11,2026-07-25 01:44:21.953790,,Loan Management System
COL00000466,LN00000023,Vehicle,1133376.89,2021-10-05,2026-07-25 01:44:21.953790,,Loan Management System
COL00000467,LN00001874,Property,4466572.86,2018-01-07,2026-07-25 01:44:21.953790,,Loan Management System
COL00000468,LN00000176,Property,1183885.36,2021-08-20,2026-07-25 01:44:21.953790,,Loan Management System
COL00000469,LN00001777,Property,6057694.82,2015-09-07,2026-07-25 01:44:21.953790,,Loan Management System
COL00000470,LN00001460,Property,4268028.43,2026-06-04,2026-07-25 01:44:21.953790,,Loan Management System
COL00000471,LN00001981,Vehicle,568461.34,2023-04-16,2026-07-25 01:44:21.953790,,Loan Management System
COL00000472,LN00000091,Property,10111956.89,2022-05-16,2026-07-25 01:44:21.953790,,Loan Management System
COL00000473,LN00001468,Vehicle,1721135.91,2013-12-19,2026-07-25 01:44:21.953790,,Loan Management System
COL00000474,LN00001359,Vehicle,311793.22,2023-07-22,2026-07-25 01:44:21.953790,,Loan Management System
COL00000475,LN00000395,Property,2341154.11,2012-08-02,2026-07-25 01:44:21.953790,,Loan Management System
COL00000476,LN00002132,Property,2536794.92,2014-05-21,2026-07-25 01:44:21.953790,,Loan Management System
COL00000477,LN00001643,Vehicle,3774640.63,2024-11-13,2026-07-25 01:44:21.953790,,Loan Management System
COL00000478,LN00002057,Property,28539773.41,2011-08-12,2026-07-25 01:44:21.953790,,Loan Management System
COL00000479,LN00001175,Property,9633447.04,2017-12-28,2026-07-25 01:44:21.953790,,Loan Management System
COL00000480,LN00002392,Property,1355238.2,2026-05-16,2026-07-25 01:44:21.953790,,Loan Management System
COL00000481,LN00000098,Property,2345066.73,2022-12-09,2026-07-25 01:44:21.953790,,Loan Management System
COL00000482,LN00001411,Property,2025620.1,2025-10-12,2026-07-25 01:44:21.953790,,Loan Management System
COL00000483,LN00001647,Property,5483101.51,2020-07-09,2026-07-25 01:44:21.953790,,Loan Management System
COL00000484,LN00002306,Property,5585841.35,2018-09-17,2026-07-25 01:44:21.954794,,Loan Management System
COL00000485,LN00001133,Vehicle,1948693.59,2013-04-20,2026-07-25 01:44:21.954794,,Loan Management System
COL00000486,LN00002272,Property,8276196.96,2026-05-02,2026-07-25 01:44:21.954794,,Loan Management System
COL00000487,LN00001908,Vehicle,1718899.64,2022-11-15,2026-07-25 01:44:21.954794,,Loan Management System
COL00000488,LN00000814,Property,2926625.63,2018-01-28,2026-07-25 01:44:21.954794,,Loan Management System
COL00000489,LN00001118,Vehicle,528390.34,2011-10-08,2026-07-25 01:44:21.954794,,Loan Management System
COL00000490,LN00001137,Property,8506759.3,2016-04-27,2026-07-25 01:44:21.954794,,Loan Management System
COL00000491,LN00001362,Property,21382719.67,2020-11-20,2026-07-25 01:44:21.954794,,Loan Management System
COL00000492,LN00001198,Property,3932043.68,2014-07-04,2026-07-25 01:44:21.954794,,Loan Management System
COL00000493,LN00001440,Property,12751308.05,2016-11-23,2026-07-25 01:44:21.954794,,Loan Management System
COL00000494,LN00000010,Property,4188044.81,2013-04-05,2026-07-25 01:44:21.954794,,Loan Management System
COL00000495,LN00002206,Property,21953817.6,2022-01-04,2026-07-25 01:44:21.954794,,Loan Management System
COL00000496,LN00002223,Property,2339942.65,2019-08-23,2026-07-25 01:44:21.954794,,Loan Management System
COL00000497,LN00000519,Property,12051402.39,2020-11-19,2026-07-25 01:44:21.954794,,Loan Management System
COL00000498,LN00000153,Property,16077878.45,2018-10-22,2026-07-25 01:44:21.954794,,Loan Management System
COL00000499,LN00000974,Property,8652361.55,2012-03-29,2026-07-25 01:44:21.954794,,Loan Management System
COL00000500,LN00002053,Property,5373861.02,2015-04-04,2026-07-25 01:44:21.954794,,Loan Management System
COL00000501,LN00001454,Vehicle,1243534.79,2013-08-23,2026-07-25 01:44:21.954794,,Loan Management System
COL00000502,LN00001197,Property,5930350.2,2015-07-25,2026-07-25 01:44:21.954794,,Loan Management System
COL00000503,LN00000791,Property,1612159.79,2025-10-25,2026-07-25 01:44:21.954794,,Loan Management System
COL00000504,LN00000045,Property,4816116.38,2016-04-05,2026-07-25 01:44:21.954794,,Loan Management System
COL00000505,LN00002199,Vehicle,968258.13,2025-09-13,2026-07-25 01:44:21.954794,,Loan Management System
COL00000506,LN00000425,Property,2395295.06,2012-12-12,2026-07-25 01:44:21.954794,,Loan Management System
COL00000507,LN00000300,Property,9522990.0,2020-09-18,2026-07-25 01:44:21.954794,,Loan Management System
COL00000508,LN00002150,Property,1142216.25,2013-12-23,2026-07-25 01:44:21.954794,,Loan Management System
COL00000509,LN00000964,Vehicle,1989731.18,2024-08-24,2026-07-25 01:44:21.954794,,Loan Management System
COL00000510,LN00001916,Property,19847470.65,2025-09-06,2026-07-25 01:44:21.954794,,Loan Management System
COL00000511,LN00001794,Gold,2056176.67,2014-01-09,2026-07-25 01:44:21.954794,,Loan Management System
COL00000512,LN00001478,Vehicle,1986291.66,2022-02-20,2026-07-25 01:44:21.954794,,Loan Management System
COL00000513,LN00000022,Gold,2591235.36,2020-02-04,2026-07-25 01:44:21.954794,,Loan Management System
COL00000514,LN00000922,Property,23607325.84,2022-01-23,2026-07-25 01:44:21.954794,,Loan Management System
COL00000515,LN00001857,Property,12074335.54,2019-11-11,2026-07-25 01:44:21.954794,,Loan Management System
COL00000516,LN00001258,Vehicle,1488658.18,2018-12-08,2026-07-25 01:44:21.954794,,Loan Management System
COL00000517,LN00001342,Property,20821518.26,2019-01-22,2026-07-25 01:44:21.954794,,Loan Management System
COL00000518,LN00002342,Property,8880793.48,2014-04-24,2026-07-25 01:44:21.954794,,Loan Management System
COL00000519,LN00000762,Property,8999106.11,2025-12-01,2026-07-25 01:44:21.954794,,Loan Management System
COL00000520,LN00002370,Vehicle,1897539.12,2024-11-21,2026-07-25 01:44:21.954794,,Loan Management System
COL00000521,LN00001067,Property,9639777.89,2018-05-29,2026-07-25 01:44:21.954794,,Loan Management System
COL00000522,LN00000864,Property,16515550.11,2023-01-24,2026-07-25 01:44:21.954794,,Loan Management System
COL00000523,LN00002495,Vehicle,3814700.33,2021-12-12,2026-07-25 01:44:21.954794,,Loan Management System
COL00000524,LN00002363,Property,2552639.03,2024-11-11,2026-07-25 01:44:21.954794,,Loan Management System
COL00000525,LN00002464,Vehicle,3580375.88,2020-07-10,2026-07-25 01:44:21.955795,,Loan Management System
COL00000526,LN00000240,Gold,351323.14,2019-10-21,2026-07-25 01:44:21.955795,,Loan Management System
COL00000527,LN00000389,Vehicle,555193.52,2016-07-16,2026-07-25 01:44:21.955795,,Loan Management System
